区市町名,町丁目名,地盤分類,建物倒壊危険度ランク,火災危険度ランク,総合危険度ランク,緯度,経度,最寄駅,路線
新宿区,四谷２丁目,台地2,1,1,1,35.687099,139.725677,四ツ谷<br>四ツ谷<br>四ツ谷<br>四ツ谷<br>四谷三丁目<br>曙橋,東京メトロ南北線<br>JR総武線<br>JR中央線<br>東京メトロ丸ノ内線<br>東京メトロ丸ノ内線<br>都営新宿線
新宿区,四谷３丁目,台地2,1,1,1,35.688019,139.720749,四谷三丁目<br>曙橋,東京メトロ丸ノ内線<br>都営新宿線
新宿区,四谷４丁目,台地2,2,2,2,35.688583,139.716263,四谷三丁目<br>新宿御苑前<br>曙橋,東京メトロ丸ノ内線<br>東京メトロ丸ノ内線<br>都営新宿線
新宿区,若葉１丁目,台地2,2,2,3,35.684269,139.726547,四ツ谷<br>四ツ谷<br>四ツ谷<br>四ツ谷<br>信濃町<br>信濃町<br>四谷三丁目,東京メトロ丸ノ内線<br>東京メトロ南北線<br>JR中央線<br>JR総武線<br>JR中央線<br>JR総武線<br>東京メトロ丸ノ内線
新宿区,若葉２丁目,谷底低地3,3,2,4,35.684959,139.724777,四ツ谷<br>四ツ谷<br>四谷三丁目<br>四ツ谷<br>四ツ谷<br>信濃町<br>信濃町,東京メトロ南北線<br>東京メトロ丸ノ内線<br>東京メトロ丸ノ内線<br>JR総武線<br>JR中央線<br>JR総武線<br>JR中央線
新宿区,若葉３丁目,谷底低地3,4,4,5,35.682625,139.724304,信濃町<br>信濃町<br>四ツ谷<br>四ツ谷<br>四ツ谷<br>四ツ谷<br>四谷三丁目,JR総武線<br>JR中央線<br>東京メトロ丸ノ内線<br>東京メトロ南北線<br>JR総武線<br>JR中央線<br>東京メトロ丸ノ内線
新宿区,若松町,台地2,2,2,2,35.700184,139.717361,若松河田<br>牛込柳町<br>早稲田,都営大江戸線<br>都営大江戸線<br>東京メトロ東西線
新宿区,若宮町,台地2,2,1,2,35.699535,139.73938,牛込神楽坂<br>飯田橋<br>飯田橋<br>飯田橋<br>飯田橋<br>飯田橋<br>神楽坂<br>飯田橋,都営大江戸線<br>東京メトロ有楽町線<br>東京メトロ南北線<br>JR中央線<br>JR総武線<br>都営大江戸線<br>東京メトロ東西線<br>東京メトロ東西線
新宿区,早稲田鶴巻町,谷底低地2,2,2,2,35.708,139.724426,早稲田<br>早稲田,東京メトロ東西線<br>都電荒川線
新宿区,早稲田南町,台地2,3,2,3,35.704369,139.723251,早稲田<br>牛込柳町<br>若松河田,東京メトロ東西線<br>都営大江戸線<br>都営大江戸線
新宿区,早稲田町,台地2,2,1,1,35.706062,139.722351,早稲田<br>早稲田<br>牛込柳町,東京メトロ東西線<br>都電荒川線<br>都営大江戸線
新宿区,戸山１丁目,台地2,2,2,2,35.703747,139.718018,早稲田<br>若松河田<br>牛込柳町,東京メトロ東西線<br>都営大江戸線<br>都営大江戸線
新宿区,戸山２丁目,台地2,1,1,1,35.702736,139.712128,東新宿<br>西早稲田<br>若松河田<br>東新宿,東京メトロ副都心線<br>東京メトロ副都心線<br>都営大江戸線<br>都営大江戸線
新宿区,戸山３丁目,台地1,1,1,1,35.706264,139.712112,西早稲田<br>面影橋,東京メトロ副都心線<br>都電荒川線
新宿区,富久町,台地2,2,2,3,35.693493,139.714951,新宿御苑前<br>若松河田<br>曙橋,東京メトロ丸ノ内線<br>都営大江戸線<br>都営新宿線
新宿区,河田町,台地2,1,1,2,35.696751,139.719559,若松河田<br>曙橋<br>牛込柳町,都営大江戸線<br>都営新宿線<br>都営大江戸線
新宿区,霞ヶ丘町,台地2,1,1,1,35.677074,139.716293,国立競技場<br>信濃町<br>信濃町<br>千駄ケ谷<br>千駄ケ谷,都営大江戸線<br>JR総武線<br>JR中央線<br>JR総武線<br>JR中央線
文京区,大塚１丁目,台地1,1,1,1,35.717064,139.732788,茗荷谷<br>護国寺,東京メトロ丸ノ内線<br>東京メトロ有楽町線
文京区,大塚２丁目,台地1,1,1,1,35.719582,139.731384,護国寺<br>茗荷谷<br>新大塚,東京メトロ有楽町線<br>東京メトロ丸ノ内線<br>東京メトロ丸ノ内線
文京区,大塚３丁目,台地1,1,1,1,35.720833,139.736237,茗荷谷<br>新大塚,東京メトロ丸ノ内線<br>東京メトロ丸ノ内線
文京区,大塚４丁目,谷底低地3,2,3,3,35.723862,139.733826,新大塚<br>護国寺,東京メトロ丸ノ内線<br>東京メトロ有楽町線
文京区,大塚５丁目,台地1,2,2,2,35.72279,139.727295,新大塚<br>護国寺<br>東池袋四丁目,東京メトロ丸ノ内線<br>東京メトロ有楽町線<br>都電荒川線
文京区,大塚６丁目,台地1,3,4,4,35.725014,139.725494,新大塚<br>向原<br>東池袋四丁目,東京メトロ丸ノ内線<br>都電荒川線<br>都電荒川線
文京区,音羽１丁目,谷底低地2,2,1,2,35.713921,139.730209,江戸川橋<br>護国寺<br>茗荷谷,東京メトロ有楽町線<br>東京メトロ有楽町線<br>東京メトロ丸ノ内線
文京区,音羽２丁目,谷底低地2,2,1,1,35.71854,139.727676,護国寺,東京メトロ有楽町線
文京区,春日１丁目,台地1,1,1,1,35.70805,139.749435,後楽園<br>後楽園<br>春日<br>春日<br>飯田橋,東京メトロ丸ノ内線<br>東京メトロ南北線<br>都営大江戸線<br>都営三田線<br>都営大江戸線
文京区,春日２丁目,台地1,1,1,1,35.711021,139.742844,,
文京区,小石川１丁目,谷底低地3,2,1,2,35.712425,139.751556,春日<br>春日<br>後楽園<br>後楽園,都営三田線<br>都営大江戸線<br>東京メトロ南北線<br>東京メトロ丸ノ内線
文京区,小石川２丁目,台地1,2,2,2,35.710575,139.749008,後楽園<br>後楽園<br>春日<br>春日,東京メトロ南北線<br>東京メトロ丸ノ内線<br>都営大江戸線<br>都営三田線
文京区,小石川３丁目,台地1,2,2,3,35.713135,139.747864,春日<br>春日<br>後楽園<br>後楽園,都営三田線<br>都営大江戸線<br>東京メトロ南北線<br>東京メトロ丸ノ内線
文京区,小石川４丁目,台地1,1,1,1,35.714264,139.742691,茗荷谷,東京メトロ丸ノ内線
文京区,小石川５丁目,台地1,2,1,1,35.718056,139.739929,茗荷谷,東京メトロ丸ノ内線
文京区,後楽１丁目,谷底低地3,1,1,1,35.704571,139.750549,後楽園<br>後楽園<br>水道橋<br>水道橋<br>水道橋<br>飯田橋<br>飯田橋<br>飯田橋<br>飯田橋,東京メトロ南北線<br>東京メトロ丸ノ内線<br>都営三田線<br>JR総武線<br>JR中央線<br>東京メトロ東西線<br>都営大江戸線<br>JR総武線<br>JR中央線
文京区,後楽２丁目,谷底低地3,2,2,2,35.70557,139.745239,飯田橋<br>飯田橋<br>飯田橋<br>飯田橋<br>飯田橋<br>飯田橋<br>後楽園<br>後楽園,都営大江戸線<br>JR総武線<br>JR中央線<br>東京メトロ有楽町線<br>東京メトロ南北線<br>東京メトロ東西線<br>東京メトロ丸ノ内線<br>東京メトロ南北線
文京区,小日向１丁目,台地1,2,1,2,35.712765,139.738174,茗荷谷<br>江戸川橋,東京メトロ丸ノ内線<br>東京メトロ有楽町線
文京区,小日向２丁目,台地1,2,2,2,35.712578,139.733627,江戸川橋<br>茗荷谷,東京メトロ有楽町線<br>東京メトロ丸ノ内線
文京区,小日向３丁目,谷底低地2,3,2,3,35.715233,139.734024,茗荷谷<br>江戸川橋<br>護国寺,東京メトロ丸ノ内線<br>東京メトロ有楽町線<br>東京メトロ有楽町線
文京区,小日向４丁目,谷底低地2,2,1,2,35.715515,139.738403,茗荷谷<br>江戸川橋,東京メトロ丸ノ内線<br>東京メトロ有楽町線
文京区,水道１丁目,谷底低地2,2,1,2,35.709312,139.741943,江戸川橋<br>飯田橋,東京メトロ有楽町線<br>都営大江戸線
文京区,水道２丁目,谷底低地2,2,2,2,35.709747,139.736938,江戸川橋<br>神楽坂,東京メトロ有楽町線<br>東京メトロ東西線
文京区,関口１丁目,谷底低地2,2,1,1,35.709702,139.72963,江戸川橋<br>神楽坂,東京メトロ有楽町線<br>東京メトロ東西線
文京区,関口２丁目,台地1,1,1,1,35.712311,139.72551,早稲田<br>護国寺<br>江戸川橋,都電荒川線<br>東京メトロ有楽町線<br>東京メトロ有楽町線
文京区,関口３丁目,台地1,1,1,1,35.713665,139.727646,護国寺<br>江戸川橋,東京メトロ有楽町線<br>東京メトロ有楽町線
文京区,千石１丁目,谷底低地2,3,3,3,35.725834,139.743622,千石,都営三田線
文京区,千石２丁目,台地1,2,2,3,35.723698,139.740524,千石,都営三田線
文京区,千石３丁目,台地1,2,2,2,35.7262,139.738205,千石<br>新大塚,都営三田線<br>東京メトロ丸ノ内線
文京区,千石４丁目,台地1,3,3,3,35.729053,139.740677,千石<br>巣鴨<br>巣鴨,都営三田線<br>JR山手線<br>都営三田線
文京区,千駄木１丁目,台地1,2,3,3,35.722748,139.758987,本駒込<br>千駄木<br>東大前,東京メトロ南北線<br>東京メトロ千代田線<br>東京メトロ南北線
文京区,千駄木２丁目,谷底低地2,3,3,4,35.722904,139.761871,千駄木<br>東大前<br>根津,東京メトロ千代田線<br>東京メトロ南北線<br>東京メトロ千代田線
文京区,千駄木３丁目,谷底低地2,3,3,3,35.727776,139.762543,千駄木<br>西日暮里<br>西日暮里<br>西日暮里<br>西日暮里<br>日暮里<br>日暮里<br>日暮里<br>日暮里<br>日暮里<br>日暮里,東京メトロ千代田線<br>JR山手線<br>日暮里・舎人ライナー<br>JR京浜東北線<br>東京メトロ千代田線<br>日暮里・舎人ライナー<br>JR山手線<br>JR京浜東北線<br>JR上野東京ライン<br>JR常磐線快速<br>京成本線
文京区,千駄木４丁目,谷底低地2,3,3,3,35.730949,139.76001,西日暮里<br>西日暮里<br>西日暮里<br>西日暮里<br>千駄木<br>田端<br>田端,東京メトロ千代田線<br>JR京浜東北線<br>日暮里・舎人ライナー<br>JR山手線<br>東京メトロ千代田線<br>JR京浜東北線<br>JR山手線
文京区,千駄木５丁目,台地1,3,4,4,35.727493,139.758423,千駄木<br>本駒込,東京メトロ千代田線<br>東京メトロ南北線
文京区,西片１丁目,台地1,2,1,2,35.713131,139.754547,春日<br>春日<br>東大前<br>後楽園<br>後楽園,都営三田線<br>都営大江戸線<br>東京メトロ南北線<br>東京メトロ南北線<br>東京メトロ丸ノ内線
文京区,西片２丁目,台地1,2,2,3,35.716236,139.755768,東大前<br>白山<br>春日<br>春日,東京メトロ南北線<br>都営三田線<br>都営大江戸線<br>都営三田線
文京区,根津１丁目,谷底低地2,2,2,3,35.718815,139.762848,根津<br>東大前<br>千駄木,東京メトロ千代田線<br>東京メトロ南北線<br>東京メトロ千代田線
文京区,根津２丁目,谷底低地2,4,4,4,35.718544,139.765686,根津<br>東大前,東京メトロ千代田線<br>東京メトロ南北線
文京区,白山１丁目,谷底低地2,3,2,3,35.718796,139.752762,白山<br>東大前<br>本駒込,都営三田線<br>東京メトロ南北線<br>東京メトロ南北線
文京区,白山２丁目,台地1,2,2,3,35.717381,139.748322,白山,都営三田線
文京区,白山３丁目,谷底低地2,3,2,3,35.720139,139.742325,茗荷谷,東京メトロ丸ノ内線
文京区,白山４丁目,台地1,2,3,3,35.7216,139.746384,白山<br>千石<br>本駒込,都営三田線<br>都営三田線<br>東京メトロ南北線
文京区,白山５丁目,台地1,2,1,2,35.723492,139.749557,白山<br>本駒込<br>千石,都営三田線<br>東京メトロ南北線<br>都営三田線
文京区,本駒込１丁目,台地1,2,2,3,35.725502,139.75148,本駒込<br>白山<br>千石,東京メトロ南北線<br>都営三田線<br>都営三田線
文京区,本駒込２丁目,台地1,2,2,2,35.728733,139.74794,千石<br>本駒込,都営三田線<br>東京メトロ南北線
文京区,本駒込３丁目,台地1,2,2,2,35.727753,139.75444,本駒込<br>白山,東京メトロ南北線<br>都営三田線
文京区,本駒込４丁目,台地1,2,2,2,35.732445,139.756332,田端<br>田端,JR京浜東北線<br>JR山手線
文京区,本駒込５丁目,台地1,2,2,2,35.7328,139.751648,駒込<br>駒込,JR山手線<br>東京メトロ南北線
文京区,本駒込６丁目,台地1,1,1,1,35.731785,139.744904,千石<br>巣鴨<br>駒込<br>巣鴨<br>駒込,都営三田線<br>JR山手線<br>東京メトロ南北線<br>都営三田線<br>JR山手線
文京区,本郷１丁目,台地1,1,1,1,35.705017,139.756302,水道橋<br>本郷三丁目<br>水道橋<br>水道橋<br>本郷三丁目<br>後楽園<br>後楽園,都営三田線<br>東京メトロ丸ノ内線<br>JR総武線<br>JR中央線<br>都営大江戸線<br>東京メトロ南北線<br>東京メトロ丸ノ内線
文京区,本郷２丁目,台地1,2,1,1,35.704651,139.759644,本郷三丁目<br>本郷三丁目<br>水道橋<br>水道橋<br>水道橋<br>御茶ノ水<br>御茶ノ水<br>御茶ノ水,東京メトロ丸ノ内線<br>都営大江戸線<br>都営三田線<br>JR総武線<br>JR中央線<br>東京メトロ丸ノ内線<br>JR総武線<br>JR中央線
文京区,本郷３丁目,台地1,2,1,1,35.70443,139.762939,本郷三丁目<br>本郷三丁目<br>御茶ノ水<br>御茶ノ水<br>御茶ノ水<br>水道橋,東京メトロ丸ノ内線<br>都営大江戸線<br>東京メトロ丸ノ内線<br>JR中央線<br>JR総武線<br>都営三田線
文京区,本郷４丁目,台地1,2,2,3,35.709454,139.755234,春日<br>春日<br>後楽園<br>後楽園<br>本郷三丁目<br>本郷三丁目,都営大江戸線<br>都営三田線<br>東京メトロ南北線<br>東京メトロ丸ノ内線<br>都営大江戸線<br>東京メトロ丸ノ内線
文京区,本郷５丁目,台地1,2,2,3,35.710117,139.758118,本郷三丁目<br>本郷三丁目<br>春日<br>春日<br>後楽園<br>後楽園,都営大江戸線<br>東京メトロ丸ノ内線<br>都営大江戸線<br>都営三田線<br>東京メトロ丸ノ内線<br>東京メトロ南北線
文京区,本郷６丁目,台地1,2,2,3,35.713539,139.758087,東大前<br>春日<br>春日<br>本郷三丁目<br>本郷三丁目,東京メトロ南北線<br>都営大江戸線<br>都営三田線<br>都営大江戸線<br>東京メトロ丸ノ内線
文京区,本郷７丁目,台地1,1,1,1,35.711586,139.763718,本郷三丁目<br>本郷三丁目<br>根津<br>湯島,都営大江戸線<br>東京メトロ丸ノ内線<br>東京メトロ千代田線<br>東京メトロ千代田線
文京区,向丘１丁目,台地1,2,2,2,35.719486,139.7556,東大前<br>白山<br>本駒込,東京メトロ南北線<br>都営三田線<br>東京メトロ南北線
文京区,向丘２丁目,台地1,2,2,2,35.7216,139.756744,本駒込<br>白山<br>東大前,東京メトロ南北線<br>都営三田線<br>東京メトロ南北線
文京区,目白台１丁目,台地1,1,1,2,35.713928,139.722275,早稲田<br>面影橋<br>護国寺,都電荒川線<br>都電荒川線<br>東京メトロ有楽町線
文京区,目白台２丁目,台地1,2,2,2,35.717682,139.721115,護国寺<br>鬼子母神前<br>雑司が谷,東京メトロ有楽町線<br>都電荒川線<br>東京メトロ副都心線
文京区,目白台３丁目,台地1,2,2,3,35.717243,139.72525,護国寺,東京メトロ有楽町線
文京区,弥生１丁目,台地1,1,1,1,35.717957,139.760498,東大前<br>根津,東京メトロ南北線<br>東京メトロ千代田線
文京区,弥生２丁目,台地1,1,1,2,35.716148,139.764008,根津<br>東大前,東京メトロ千代田線<br>東京メトロ南北線
文京区,湯島１丁目,台地1,1,1,1,35.701412,139.764618,御茶ノ水<br>御茶ノ水<br>御茶ノ水<br>新御茶ノ水<br>末広町,東京メトロ丸ノ内線<br>JR中央線<br>JR総武線<br>東京メトロ千代田線<br>東京メトロ銀座線
文京区,湯島２丁目,台地1,2,2,1,35.705196,139.765915,湯島<br>御茶ノ水<br>本郷三丁目,東京メトロ千代田線<br>東京メトロ丸ノ内線<br>東京メトロ丸ノ内線
文京区,湯島３丁目,台地1,2,1,1,35.705788,139.76886,湯島<br>末広町<br>上野広小路,東京メトロ千代田線<br>東京メトロ銀座線<br>東京メトロ銀座線
文京区,湯島４丁目,台地1,1,1,2,35.708893,139.765457,湯島<br>本郷三丁目<br>本郷三丁目<br>上野広小路,東京メトロ千代田線<br>都営大江戸線<br>東京メトロ丸ノ内線<br>東京メトロ銀座線
台東区,秋葉原,沖積低地2,2,1,1,35.701897,139.774414,末広町<br>秋葉原<br>秋葉原<br>秋葉原<br>秋葉原<br>秋葉原<br>仲御徒町,東京メトロ銀座線<br>つくばエクスプレス線<br>JR総武線<br>JR京浜東北線<br>JR山手線<br>東京メトロ日比谷線<br>東京メトロ日比谷線
台東区,浅草１丁目,沖積低地2,4,3,3,35.71228,139.794907,浅草<br>浅草<br>浅草<br>浅草<br>田原町,つくばエクスプレス線<br>東京メトロ銀座線<br>東武伊勢崎線<br>都営浅草線<br>東京メトロ銀座線
台東区,浅草２丁目,沖積低地3,4,3,3,35.714943,139.795456,浅草<br>浅草<br>浅草<br>浅草<br>田原町,つくばエクスプレス線<br>東武伊勢崎線<br>東京メトロ銀座線<br>都営浅草線<br>東京メトロ銀座線
台東区,浅草３丁目,沖積低地4,5,3,3,35.717281,139.795837,浅草<br>浅草<br>浅草,つくばエクスプレス線<br>東武伊勢崎線<br>東京メトロ銀座線
台東区,浅草４丁目,沖積低地4,5,3,3,35.718815,139.796036,浅草<br>浅草,つくばエクスプレス線<br>東武伊勢崎線
台東区,浅草５丁目,沖積低地4,5,4,3,35.7211,139.797318,,
台東区,浅草６丁目,沖積低地4,4,3,3,35.717903,139.800522,浅草,東武伊勢崎線
台東区,浅草７丁目,沖積低地4,3,2,2,35.716591,139.803101,浅草,東武伊勢崎線
台東区,浅草橋１丁目,沖積低地2,3,2,2,35.697414,139.7845,浅草橋<br>浅草橋<br>馬喰町<br>東日本橋,JR総武線<br>都営浅草線<br>JR総武線快速<br>都営浅草線
台東区,浅草橋２丁目,沖積低地2,5,3,3,35.699627,139.785492,浅草橋<br>浅草橋<br>蔵前<br>蔵前<br>馬喰町,都営浅草線<br>JR総武線<br>都営浅草線<br>都営大江戸線<br>JR総武線快速
台東区,浅草橋３丁目,沖積低地2,4,2,2,35.700867,139.786179,浅草橋<br>浅草橋<br>蔵前<br>蔵前<br>新御徒町<br>新御徒町,都営浅草線<br>JR総武線<br>都営浅草線<br>都営大江戸線<br>都営大江戸線<br>つくばエクスプレス線
台東区,浅草橋４丁目,沖積低地2,4,3,3,35.698502,139.781433,浅草橋<br>浅草橋<br>秋葉原<br>馬喰町,JR総武線<br>都営浅草線<br>東京メトロ日比谷線<br>JR総武線快速
台東区,浅草橋５丁目,沖積低地2,3,2,2,35.700562,139.782104,浅草橋<br>浅草橋<br>秋葉原<br>新御徒町<br>新御徒町<br>秋葉原,JR総武線<br>都営浅草線<br>東京メトロ日比谷線<br>都営大江戸線<br>つくばエクスプレス線<br>つくばエクスプレス線
台東区,池之端１丁目,台地1,1,1,1,35.709766,139.767853,湯島<br>上野広小路<br>京成上野,東京メトロ千代田線<br>東京メトロ銀座線<br>京成本線
台東区,池之端２丁目,谷底低地2,2,1,2,35.714989,139.766937,根津<br>京成上野<br>湯島,東京メトロ千代田線<br>京成本線<br>東京メトロ千代田線
台東区,池之端３丁目,谷底低地2,3,3,3,35.715832,139.76918,根津<br>京成上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野,東京メトロ千代田線<br>京成本線<br>JR高崎線<br>JR上野東京ライン<br>JR宇都宮線<br>JR京浜東北線<br>上越新幹線<br>JR山手線<br>JR常磐線快速<br>北陸新幹線<br>東北新幹線
台東区,池之端４丁目,谷底低地2,3,2,2,35.718475,139.768234,根津,東京メトロ千代田線
台東区,今戸１丁目,沖積低地4,4,2,2,35.718407,139.804932,,
台東区,今戸２丁目,沖積低地4,4,3,3,35.72118,139.805176,,
台東区,入谷１丁目,沖積低地2,4,3,2,35.720535,139.78595,入谷<br>鶯谷<br>鶯谷,東京メトロ日比谷線<br>JR京浜東北線<br>JR山手線
台東区,入谷２丁目,沖積低地3,4,4,3,35.720394,139.788422,入谷,東京メトロ日比谷線
台東区,上野１丁目,沖積低地2,3,2,2,35.706684,139.771393,上野広小路<br>湯島<br>上野御徒町,東京メトロ銀座線<br>東京メトロ千代田線<br>都営大江戸線
台東区,上野２丁目,谷底低地2,3,2,2,35.709057,139.772095,上野広小路<br>湯島<br>上野御徒町,東京メトロ銀座線<br>東京メトロ千代田線<br>都営大江戸線
台東区,上野３丁目,沖積低地2,3,2,2,35.705406,139.773102,上野広小路<br>御徒町<br>御徒町<br>上野御徒町,東京メトロ銀座線<br>JR京浜東北線<br>JR山手線<br>都営大江戸線
台東区,上野４丁目,沖積低地2,3,2,2,35.709393,139.77388,上野御徒町<br>京成上野<br>上野広小路,都営大江戸線<br>京成本線<br>東京メトロ銀座線
台東区,上野５丁目,沖積低地2,3,1,1,35.705189,139.775314,仲御徒町<br>御徒町<br>御徒町<br>上野御徒町,東京メトロ日比谷線<br>JR京浜東北線<br>JR山手線<br>都営大江戸線
台東区,上野６丁目,沖積低地2,4,2,2,35.709232,139.775375,上野御徒町<br>御徒町<br>御徒町<br>京成上野,都営大江戸線<br>JR京浜東北線<br>JR山手線<br>京成本線
台東区,上野７丁目,沖積低地2,2,1,1,35.715878,139.779266,上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>稲荷町<br>入谷,JR山手線<br>JR常磐線快速<br>JR上野東京ライン<br>JR宇都宮線<br>JR京浜東北線<br>JR高崎線<br>東北新幹線<br>上越新幹線<br>北陸新幹線<br>東京メトロ日比谷線<br>東京メトロ銀座線<br>東京メトロ銀座線<br>東京メトロ日比谷線
台東区,上野公園,台地1,1,1,1,35.715328,139.773544,上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>京成上野<br>上野<br>上野<br>根津,JR山手線<br>JR常磐線快速<br>JR上野東京ライン<br>JR宇都宮線<br>JR京浜東北線<br>上越新幹線<br>東北新幹線<br>北陸新幹線<br>JR高崎線<br>京成本線<br>東京メトロ日比谷線<br>東京メトロ銀座線<br>東京メトロ千代田線
台東区,上野桜木１丁目,台地1,1,1,1,35.72139,139.774765,鶯谷<br>鶯谷<br>日暮里<br>日暮里<br>日暮里<br>日暮里<br>日暮里<br>日暮里,JR山手線<br>JR京浜東北線<br>JR常磐線快速<br>JR山手線<br>日暮里・舎人ライナー<br>京成本線<br>JR京浜東北線<br>JR上野東京ライン
台東区,上野桜木２丁目,台地1,2,2,2,35.722912,139.773605,鶯谷<br>鶯谷<br>日暮里<br>日暮里<br>日暮里<br>日暮里<br>日暮里<br>日暮里,JR山手線<br>JR京浜東北線<br>JR常磐線快速<br>JR山手線<br>JR上野東京ライン<br>日暮里・舎人ライナー<br>JR京浜東北線<br>京成本線
台東区,雷門１丁目,沖積低地2,3,3,2,35.710323,139.793106,田原町<br>浅草<br>浅草<br>浅草<br>浅草,東京メトロ銀座線<br>都営浅草線<br>つくばエクスプレス線<br>東京メトロ銀座線<br>東武伊勢崎線
台東区,雷門２丁目,沖積低地3,3,2,2,35.709717,139.796555,浅草<br>浅草<br>浅草<br>田原町<br>浅草<br>本所吾妻橋,都営浅草線<br>東京メトロ銀座線<br>東武伊勢崎線<br>東京メトロ銀座線<br>つくばエクスプレス線<br>都営浅草線
台東区,北上野１丁目,沖積低地2,3,1,1,35.717724,139.782761,入谷<br>鶯谷<br>鶯谷<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野,東京メトロ日比谷線<br>JR山手線<br>JR京浜東北線<br>JR常磐線快速<br>北陸新幹線<br>上越新幹線<br>JR山手線<br>JR上野東京ライン<br>JR宇都宮線<br>東北新幹線<br>JR京浜東北線<br>JR高崎線
台東区,北上野２丁目,沖積低地2,3,2,2,35.71759,139.784317,入谷<br>鶯谷<br>鶯谷<br>稲荷町,東京メトロ日比谷線<br>JR山手線<br>JR京浜東北線<br>東京メトロ銀座線
台東区,清川１丁目,沖積低地4,5,3,3,35.724541,139.803024,,
台東区,清川２丁目,沖積低地4,4,4,3,35.727711,139.802628,南千住<br>南千住<br>南千住,つくばエクスプレス線<br>東京メトロ日比谷線<br>JR常磐線快速
台東区,蔵前１丁目,沖積低地2,1,1,1,35.700191,139.790573,蔵前<br>蔵前<br>浅草橋<br>両国<br>浅草橋<br>両国,都営大江戸線<br>都営浅草線<br>都営浅草線<br>JR総武線<br>JR総武線<br>都営大江戸線
台東区,蔵前２丁目,沖積低地2,2,1,1,35.703022,139.792496,蔵前<br>蔵前<br>田原町,都営大江戸線<br>都営浅草線<br>東京メトロ銀座線
台東区,蔵前３丁目,沖積低地2,3,2,2,35.704403,139.791061,蔵前<br>蔵前<br>田原町<br>浅草,都営大江戸線<br>都営浅草線<br>東京メトロ銀座線<br>都営浅草線
台東区,蔵前４丁目,沖積低地2,3,2,2,35.704376,139.788879,蔵前<br>蔵前<br>田原町<br>新御徒町<br>新御徒町,都営浅草線<br>都営大江戸線<br>東京メトロ銀座線<br>都営大江戸線<br>つくばエクスプレス線
台東区,小島１丁目,沖積低地2,5,4,3,35.704288,139.782974,新御徒町<br>新御徒町<br>仲御徒町<br>蔵前<br>蔵前,つくばエクスプレス線<br>都営大江戸線<br>東京メトロ日比谷線<br>都営大江戸線<br>都営浅草線
台東区,小島２丁目,沖積低地2,4,3,3,35.705914,139.783249,新御徒町<br>新御徒町<br>稲荷町<br>仲御徒町,つくばエクスプレス線<br>都営大江戸線<br>東京メトロ銀座線<br>東京メトロ日比谷線
台東区,寿１丁目,沖積低地2,3,2,2,35.707359,139.78949,田原町<br>蔵前<br>蔵前<br>新御徒町<br>新御徒町,東京メトロ銀座線<br>都営大江戸線<br>都営浅草線<br>都営大江戸線<br>つくばエクスプレス線
台東区,寿２丁目,沖積低地2,3,2,2,35.709263,139.789719,田原町<br>浅草<br>浅草<br>蔵前<br>蔵前,東京メトロ銀座線<br>つくばエクスプレス線<br>都営浅草線<br>都営大江戸線<br>都営浅草線
台東区,寿３丁目,沖積低地2,3,2,2,35.706997,139.792114,田原町<br>蔵前<br>蔵前<br>浅草<br>浅草<br>浅草<br>浅草,東京メトロ銀座線<br>都営浅草線<br>都営大江戸線<br>都営浅草線<br>東京メトロ銀座線<br>つくばエクスプレス線<br>東武伊勢崎線
台東区,寿４丁目,沖積低地2,4,3,2,35.708694,139.792709,田原町<br>浅草<br>浅草<br>浅草<br>浅草<br>蔵前<br>蔵前,東京メトロ銀座線<br>都営浅草線<br>東京メトロ銀座線<br>つくばエクスプレス線<br>東武伊勢崎線<br>都営浅草線<br>都営大江戸線
台東区,駒形１丁目,沖積低地2,3,2,2,35.707111,139.794312,浅草<br>田原町<br>浅草<br>蔵前<br>蔵前<br>浅草<br>浅草,都営浅草線<br>東京メトロ銀座線<br>東京メトロ銀座線<br>都営浅草線<br>都営大江戸線<br>東武伊勢崎線<br>つくばエクスプレス線
台東区,駒形２丁目,沖積低地2,3,1,1,35.706589,139.795456,浅草<br>浅草<br>田原町<br>蔵前<br>蔵前<br>浅草,都営浅草線<br>東京メトロ銀座線<br>東京メトロ銀座線<br>都営浅草線<br>都営大江戸線<br>東武伊勢崎線
台東区,下谷１丁目,沖積低地2,3,2,2,35.7188,139.781525,入谷<br>鶯谷<br>鶯谷<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野<br>上野,東京メトロ日比谷線<br>JR京浜東北線<br>JR山手線<br>上越新幹線<br>北陸新幹線<br>JR山手線<br>JR常磐線快速<br>JR上野東京ライン<br>JR宇都宮線<br>JR高崎線<br>JR京浜東北線<br>東北新幹線
台東区,下谷２丁目,沖積低地2,4,3,3,35.722015,139.78389,入谷<br>鶯谷<br>鶯谷,東京メトロ日比谷線<br>JR京浜東北線<br>JR山手線
台東区,下谷３丁目,沖積低地3,3,2,2,35.725685,139.787643,三ノ輪<br>入谷,東京メトロ日比谷線<br>東京メトロ日比谷線
