区市町名,町丁目名,地盤分類,建物倒壊危険度ランク,火災危険度ランク,総合危険度ランク,緯度,経度,最寄駅,路線
品川区,平塚２丁目,台地1,2,2,2,35.616741,139.713806,戸越銀座<br>戸越<br>荏原中延,東急池上線<br>都営浅草線<br>東急池上線
品川区,平塚３丁目,台地1,2,2,3,35.614822,139.711304,戸越銀座<br>戸越<br>荏原中延,東急池上線<br>都営浅草線<br>東急池上線
品川区,広町１丁目,谷底低地3,1,2,2,35.613728,139.734741,大井町<br>大井町<br>新馬場,東急大井町線<br>東京りんかい線<br>京浜急行本線
品川区,広町２丁目,台地1,1,1,1,35.6119,139.732849,大井町<br>大井町<br>大井町<br>下神明,東京りんかい線<br>東急大井町線<br>JR京浜東北線<br>東急大井町線
品川区,二葉１丁目,谷底低地2,3,3,3,35.606804,139.726715,下神明<br>西大井<br>西大井<br>西大井<br>大井町<br>大井町<br>大井町,東急大井町線<br>JR横須賀線<br>JR湘南新宿ライン<br>相鉄・JR直通線<br>JR京浜東北線<br>東京りんかい線<br>東急大井町線
品川区,二葉２丁目,谷底低地2,3,3,4,35.604492,139.72467,西大井<br>西大井<br>西大井<br>下神明<br>戸越公園,JR横須賀線<br>JR湘南新宿ライン<br>相鉄・JR直通線<br>東急大井町線<br>東急大井町線
品川区,二葉３丁目,谷底低地2,3,4,5,35.603569,139.720505,西大井<br>西大井<br>西大井<br>戸越公園<br>中延<br>中延,相鉄・JR直通線<br>JR湘南新宿ライン<br>JR横須賀線<br>東急大井町線<br>都営浅草線<br>東急大井町線
品川区,二葉４丁目,谷底低地2,3,4,4,35.602699,139.715836,中延<br>中延<br>西大井<br>西大井<br>西大井<br>戸越公園,都営浅草線<br>東急大井町線<br>相鉄・JR直通線<br>JR湘南新宿ライン<br>JR横須賀線<br>東急大井町線
品川区,南大井１丁目,沖積低地2,3,2,3,35.595829,139.738663,立会川<br>大井競馬場前,京浜急行本線<br>東京モノレール羽田線
品川区,南大井２丁目,沖積低地2,1,1,1,35.590965,139.736786,大森海岸,京浜急行本線
品川区,南大井３丁目,沖積低地2,2,1,1,35.590126,139.734573,大森海岸<br>大森,京浜急行本線<br>JR京浜東北線
品川区,南大井４丁目,沖積低地2,2,2,3,35.596149,139.736038,立会川,京浜急行本線
品川区,南大井５丁目,沖積低地2,3,2,3,35.596874,139.734222,立会川,京浜急行本線
品川区,南大井６丁目,沖積低地2,2,1,1,35.590488,139.7314,大森<br>大森海岸,JR京浜東北線<br>京浜急行本線
品川区,南品川１丁目,沖積低地3,4,3,3,35.615791,139.743256,新馬場<br>青物横丁,京浜急行本線<br>京浜急行本線
品川区,南品川２丁目,沖積低地2,3,2,3,35.612232,139.743332,青物横丁<br>新馬場<br>品川シーサイド,京浜急行本線<br>京浜急行本線<br>東京りんかい線
品川区,南品川３丁目,沖積低地2,3,2,2,35.608734,139.743912,青物横丁<br>鮫洲<br>品川シーサイド,京浜急行本線<br>京浜急行本線<br>東京りんかい線
品川区,南品川４丁目,谷底低地2,3,3,4,35.614079,139.738632,新馬場<br>青物横丁<br>大井町<br>大井町,京浜急行本線<br>京浜急行本線<br>東急大井町線<br>東京りんかい線
品川区,南品川５丁目,沖積低地2,3,3,4,35.609798,139.740631,青物横丁<br>鮫洲<br>大井町<br>大井町<br>大井町,京浜急行本線<br>京浜急行本線<br>東京りんかい線<br>東急大井町線<br>JR京浜東北線
品川区,南品川６丁目,台地1,2,3,3,35.610092,139.737228,大井町<br>大井町<br>大井町<br>青物横丁<br>鮫洲,東急大井町線<br>東京りんかい線<br>JR京浜東北線<br>京浜急行本線<br>京浜急行本線
品川区,八潮１丁目,沖積低地4,1,1,1,35.611843,139.753983,品川シーサイド,東京りんかい線
品川区,八潮２丁目,沖積低地3,1,1,1,35.603931,139.763748,,
品川区,八潮３丁目,沖積低地3,1,1,1,35.598186,139.758972,,
品川区,八潮４丁目,沖積低地2,1,1,1,35.592236,139.751282,大井競馬場前,東京モノレール羽田線
品川区,八潮５丁目,沖積低地2,1,1,1,35.601097,139.751633,大井競馬場前,東京モノレール羽田線
品川区,豊町１丁目,台地1,3,4,3,35.613228,139.722824,下神明<br>戸越<br>戸越公園,東急大井町線<br>都営浅草線<br>東急大井町線
品川区,豊町２丁目,谷底低地2,3,3,4,35.610302,139.723465,下神明<br>戸越公園<br>戸越,東急大井町線<br>東急大井町線<br>都営浅草線
品川区,豊町３丁目,台地1,3,3,3,35.60836,139.722198,下神明<br>戸越公園<br>西大井<br>西大井<br>西大井,東急大井町線<br>東急大井町線<br>JR湘南新宿ライン<br>JR横須賀線<br>相鉄・JR直通線
品川区,豊町４丁目,台地1,3,4,4,35.606094,139.721832,戸越公園<br>下神明<br>西大井<br>西大井<br>西大井,東急大井町線<br>東急大井町線<br>JR湘南新宿ライン<br>JR横須賀線<br>相鉄・JR直通線
品川区,豊町５丁目,台地1,3,4,4,35.605625,139.719315,戸越公園<br>西大井<br>西大井<br>西大井<br>中延<br>中延,東急大井町線<br>相鉄・JR直通線<br>JR湘南新宿ライン<br>JR横須賀線<br>都営浅草線<br>東急大井町線
品川区,豊町６丁目,台地1,3,4,4,35.604996,139.715942,中延<br>中延<br>戸越公園<br>西大井<br>西大井<br>西大井,都営浅草線<br>東急大井町線<br>東急大井町線<br>相鉄・JR直通線<br>JR湘南新宿ライン<br>JR横須賀線
品川区,東八潮,沖積低地4,1,1,1,35.622486,139.76973,東京国際クルーズターミナル<br>台場,新交通ゆりかもめ<br>新交通ゆりかもめ
目黒区,青葉台１丁目,谷底低地2,1,1,1,35.648125,139.696899,中目黒<br>中目黒<br>代官山,東京メトロ日比谷線<br>東急東横線<br>東急東横線
目黒区,青葉台２丁目,台地2,1,1,1,35.650528,139.694641,神泉,京王井の頭線
目黒区,青葉台３丁目,谷底低地2,2,1,1,35.651329,139.691605,池尻大橋<br>神泉,東急田園都市線<br>京王井の頭線
目黒区,青葉台４丁目,台地2,1,1,1,35.654793,139.691116,神泉<br>駒場東大前<br>池尻大橋,京王井の頭線<br>京王井の頭線<br>東急田園都市線
目黒区,大岡山１丁目,台地2,2,3,4,35.611092,139.681931,大岡山<br>大岡山<br>緑が丘,東急目黒線<br>東急大井町線<br>東急大井町線
目黒区,大岡山２丁目,台地2,1,1,1,35.606735,139.682526,緑が丘<br>大岡山<br>大岡山,東急大井町線<br>東急大井町線<br>東急目黒線
目黒区,大橋１丁目,谷底低地2,1,1,1,35.651344,139.687805,池尻大橋,東急田園都市線
目黒区,大橋２丁目,台地1,1,1,1,35.653324,139.686539,池尻大橋<br>駒場東大前<br>神泉,東急田園都市線<br>京王井の頭線<br>京王井の頭線
目黒区,柿の木坂１丁目,台地1,2,2,2,35.62101,139.67717,都立大学,東急東横線
目黒区,柿の木坂２丁目,台地1,1,1,2,35.624886,139.675598,都立大学,東急東横線
目黒区,柿の木坂３丁目,台地1,2,1,2,35.627968,139.673447,,
目黒区,上目黒１丁目,谷底低地2,1,1,1,35.645035,139.699829,中目黒<br>中目黒<br>代官山,東京メトロ日比谷線<br>東急東横線<br>東急東横線
目黒区,上目黒２丁目,谷底低地2,3,3,3,35.64119,139.696899,中目黒<br>中目黒<br>祐天寺,東京メトロ日比谷線<br>東急東横線<br>東急東横線
目黒区,上目黒３丁目,台地1,2,2,3,35.644146,139.694946,中目黒<br>中目黒,東京メトロ日比谷線<br>東急東横線
目黒区,上目黒４丁目,台地1,2,4,3,35.640842,139.690659,祐天寺<br>中目黒<br>中目黒,東急東横線<br>東京メトロ日比谷線<br>東急東横線
目黒区,上目黒５丁目,台地1,2,2,2,35.642906,139.68808,祐天寺,東急東横線
目黒区,駒場１丁目,台地1,2,2,3,35.657032,139.686829,駒場東大前<br>神泉<br>池尻大橋,京王井の頭線<br>京王井の頭線<br>東急田園都市線
目黒区,駒場２丁目,台地1,1,1,1,35.657635,139.681137,駒場東大前<br>池ノ上,京王井の頭線<br>京王井の頭線
目黒区,駒場３丁目,台地1,1,1,1,35.660103,139.684677,駒場東大前,京王井の頭線
目黒区,駒場４丁目,台地1,1,1,1,35.661671,139.678894,池ノ上<br>駒場東大前<br>東北沢,京王井の頭線<br>京王井の頭線<br>小田急小田原線
目黒区,五本木１丁目,台地1,2,2,2,35.638107,139.688828,祐天寺,東急東横線
目黒区,五本木２丁目,台地1,2,3,2,35.634357,139.687424,祐天寺<br>学芸大学,東急東横線<br>東急東横線
目黒区,五本木３丁目,台地1,2,2,2,35.631409,139.683716,学芸大学,東急東横線
目黒区,下目黒１丁目,台地2,1,1,1,35.631969,139.713394,目黒<br>目黒<br>目黒<br>目黒<br>不動前,都営三田線<br>東急目黒線<br>東京メトロ南北線<br>JR山手線<br>東急目黒線
目黒区,下目黒２丁目,谷底低地2,2,2,2,35.631039,139.711273,目黒<br>目黒<br>目黒<br>目黒<br>不動前,東京メトロ南北線<br>東急目黒線<br>都営三田線<br>JR山手線<br>東急目黒線
目黒区,下目黒３丁目,谷底低地2,2,2,2,35.629349,139.709061,不動前<br>目黒<br>目黒<br>目黒<br>目黒,東急目黒線<br>都営三田線<br>東急目黒線<br>東京メトロ南北線<br>JR山手線
目黒区,下目黒４丁目,台地1,2,2,2,35.629414,139.706177,,
目黒区,下目黒５丁目,台地1,2,2,2,35.627956,139.703232,,
目黒区,下目黒６丁目,台地1,1,1,1,35.628059,139.698685,,
目黒区,自由が丘１丁目,谷底低地2,2,2,2,35.610138,139.669952,自由が丘<br>自由が丘<br>奥沢,東急大井町線<br>東急東横線<br>東急目黒線
目黒区,自由が丘２丁目,谷底低地2,2,1,1,35.610268,139.667038,自由が丘<br>自由が丘<br>九品仏,東急大井町線<br>東急東横線<br>東急大井町線
目黒区,自由が丘３丁目,台地1,2,2,2,35.610634,139.664459,自由が丘<br>自由が丘<br>九品仏,東急大井町線<br>東急東横線<br>東急大井町線
目黒区,洗足１丁目,台地2,3,3,3,35.61451,139.694855,西小山<br>洗足,東急目黒線<br>東急目黒線
目黒区,洗足２丁目,台地2,2,2,2,35.610703,139.693726,洗足<br>北千束<br>西小山,東急目黒線<br>東急大井町線<br>東急目黒線
目黒区,平町１丁目,台地1,1,1,1,35.618019,139.679276,都立大学,東急東横線
目黒区,平町２丁目,台地2,2,2,2,35.615009,139.680832,都立大学,東急東横線
目黒区,鷹番１丁目,台地1,2,2,1,35.625717,139.687408,学芸大学,東急東横線
目黒区,鷹番２丁目,台地1,2,2,2,35.628925,139.687881,学芸大学,東急東横線
目黒区,鷹番３丁目,台地1,2,2,2,35.62904,139.683533,学芸大学,東急東横線
目黒区,中央町１丁目,台地1,2,1,2,35.628838,139.692734,学芸大学,東急東横線
目黒区,中央町２丁目,台地1,2,2,2,35.631626,139.689362,学芸大学<br>祐天寺,東急東横線<br>東急東横線
目黒区,中町１丁目,台地1,2,3,3,35.631229,139.697342,,
目黒区,中町２丁目,台地1,2,2,2,35.633255,139.694077,祐天寺,東急東横線
目黒区,中根１丁目,台地1,2,2,1,35.616016,139.673264,都立大学,東急東横線
目黒区,中根２丁目,谷底低地2,2,1,1,35.614552,139.675873,都立大学,東急東横線
目黒区,中目黒１丁目,谷底低地2,2,1,2,35.643726,139.702789,中目黒<br>中目黒<br>代官山<br>恵比寿<br>恵比寿<br>恵比寿<br>恵比寿<br>恵比寿,東京メトロ日比谷線<br>東急東横線<br>東急東横線<br>東京メトロ日比谷線<br>JR湘南新宿ライン<br>JR山手線<br>JR埼京線<br>相鉄・JR直通線
目黒区,中目黒２丁目,谷底低地2,1,1,1,35.640827,139.705872,中目黒<br>中目黒<br>恵比寿<br>恵比寿<br>恵比寿<br>恵比寿<br>恵比寿,東急東横線<br>東京メトロ日比谷線<br>JR埼京線<br>JR山手線<br>JR湘南新宿ライン<br>相鉄・JR直通線<br>東京メトロ日比谷線
目黒区,中目黒３丁目,台地1,2,2,2,35.639771,139.700745,中目黒<br>中目黒,東京メトロ日比谷線<br>東急東横線
目黒区,中目黒４丁目,台地1,2,2,2,35.637257,139.702698,,
目黒区,中目黒５丁目,台地1,2,2,2,35.635895,139.697983,祐天寺,東急東横線
目黒区,原町１丁目,谷底低地2,3,3,3,35.616486,139.696121,西小山<br>洗足,東急目黒線<br>東急目黒線
目黒区,原町２丁目,谷底低地2,3,3,2,35.615536,139.691544,洗足<br>西小山,東急目黒線<br>東急目黒線
目黒区,東が丘１丁目,台地1,2,1,2,35.628658,139.669128,,
目黒区,東が丘２丁目,台地1,1,1,1,35.628086,139.664597,駒沢大学,東急田園都市線
目黒区,東山１丁目,台地1,2,2,2,35.646507,139.692993,中目黒<br>中目黒,東京メトロ日比谷線<br>東急東横線
目黒区,東山２丁目,台地1,1,1,1,35.646397,139.687225,池尻大橋,東急田園都市線
目黒区,東山３丁目,台地1,1,1,1,35.649055,139.686508,池尻大橋,東急田園都市線
目黒区,碑文谷１丁目,台地1,2,2,2,35.620583,139.690094,,
目黒区,碑文谷２丁目,台地1,1,1,1,35.622749,139.687164,学芸大学,東急東横線
目黒区,碑文谷３丁目,台地1,1,1,1,35.617847,139.68544,,
目黒区,碑文谷４丁目,台地1,1,1,1,35.620316,139.683395,都立大学,東急東横線
目黒区,碑文谷５丁目,台地1,1,1,1,35.623043,139.682068,学芸大学<br>都立大学,東急東横線<br>東急東横線
目黒区,碑文谷６丁目,台地1,2,1,2,35.626831,139.682709,学芸大学,東急東横線
目黒区,三田１丁目,台地2,1,1,1,35.640392,139.713776,目黒<br>恵比寿<br>恵比寿<br>恵比寿<br>恵比寿,JR山手線<br>JR山手線<br>JR湘南新宿ライン<br>JR埼京線<br>相鉄・JR直通線
目黒区,三田２丁目,台地2,2,2,2,35.639393,139.710159,目黒,JR山手線
目黒区,緑が丘１丁目,台地1,2,3,2,35.609318,139.677704,緑が丘<br>奥沢<br>大岡山<br>大岡山,東急大井町線<br>東急目黒線<br>東急大井町線<br>東急目黒線
目黒区,緑が丘２丁目,谷底低地2,2,2,2,35.61026,139.67366,自由が丘<br>自由が丘<br>緑が丘<br>奥沢,東急大井町線<br>東急東横線<br>東急大井町線<br>東急目黒線
目黒区,緑が丘３丁目,谷底低地2,3,2,3,35.603954,139.679962,緑が丘<br>大岡山<br>大岡山<br>奥沢,東急大井町線<br>東急目黒線<br>東急大井町線<br>東急目黒線
目黒区,南１丁目,台地2,2,2,2,35.614502,139.689041,洗足,東急目黒線
目黒区,南２丁目,台地2,2,2,2,35.61552,139.686005,,
目黒区,南３丁目,台地2,2,3,3,35.612846,139.685989,大岡山<br>大岡山<br>洗足,東急目黒線<br>東急大井町線<br>東急目黒線
目黒区,目黒１丁目,谷底低地2,2,2,2,35.636093,139.710938,目黒<br>目黒<br>目黒<br>目黒,JR山手線<br>東急目黒線<br>都営三田線<br>東京メトロ南北線
目黒区,目黒２丁目,谷底低地2,1,1,1,35.635433,139.707764,目黒<br>目黒<br>目黒<br>目黒,東京メトロ南北線<br>東急目黒線<br>都営三田線<br>JR山手線
目黒区,目黒３丁目,台地1,2,2,2,35.633804,139.705353,,
目黒区,目黒４丁目,台地1,2,2,2,35.632854,139.701523,,
目黒区,目黒本町１丁目,台地1,2,2,3,35.62674,139.695877,,
目黒区,目黒本町２丁目,台地1,1,1,1,35.62484,139.692459,学芸大学,東急東横線
目黒区,目黒本町３丁目,台地1,3,2,2,35.622478,139.701004,武蔵小山,東急目黒線
目黒区,目黒本町４丁目,台地1,3,3,3,35.62281,139.695694,,
目黒区,目黒本町５丁目,台地1,3,3,3,35.619278,139.699509,西小山<br>武蔵小山,東急目黒線<br>東急目黒線
目黒区,目黒本町６丁目,台地1,3,3,3,35.620171,139.695175,西小山,東急目黒線
目黒区,八雲１丁目,台地1,1,1,1,35.61945,139.672943,都立大学,東急東横線
目黒区,八雲２丁目,谷底低地2,2,1,1,35.618286,139.670029,都立大学,東急東横線
目黒区,八雲３丁目,台地1,1,2,1,35.617153,139.666672,,
目黒区,八雲４丁目,台地1,2,1,2,35.623985,139.671219,,
目黒区,八雲５丁目,台地1,1,1,1,35.622807,139.667343,,
目黒区,祐天寺１丁目,台地1,3,3,4,35.638996,139.694092,祐天寺<br>中目黒<br>中目黒,東急東横線<br>東京メトロ日比谷線<br>東急東横線
目黒区,祐天寺２丁目,台地1,2,2,2,35.636776,139.692932,祐天寺,東急東横線
大田区,池上１丁目,台地2,1,2,2,35.578434,139.707138,,
大田区,池上２丁目,谷底低地3,2,2,2,35.579014,139.70253,池上,東急池上線
大田区,池上３丁目,沖積低地2,3,2,3,35.575581,139.701126,池上,東急池上線
大田区,池上４丁目,沖積低地2,3,3,3,35.574463,139.706635,池上,東急池上線
大田区,池上５丁目,沖積低地2,4,3,4,35.572815,139.708511,池上,東急池上線
大田区,池上６丁目,沖積低地2,3,2,3,35.569935,139.704102,池上<br>蓮沼,東急池上線<br>東急池上線
大田区,池上７丁目,沖積低地2,3,2,2,35.569866,139.700562,池上<br>武蔵新田,東急池上線<br>東急多摩川線
大田区,池上８丁目,沖積低地2,3,2,2,35.569473,139.697388,武蔵新田<br>池上<br>千鳥町,東急多摩川線<br>東急池上線<br>東急池上線
大田区,石川町１丁目,台地2,1,2,2,35.602745,139.682526,緑が丘<br>大岡山<br>大岡山<br>石川台,東急大井町線<br>東急目黒線<br>東急大井町線<br>東急池上線
大田区,石川町２丁目,谷底低地2,1,2,2,35.597954,139.682358,石川台<br>雪が谷大塚<br>洗足池,東急池上線<br>東急池上線<br>東急池上線
大田区,鵜の木１丁目,沖積低地3,3,3,3,35.575417,139.682648,鵜の木<br>下丸子<br>久が原,東急多摩川線<br>東急多摩川線<br>東急池上線
大田区,鵜の木２丁目,沖積低地3,4,3,3,35.574013,139.677856,鵜の木<br>下丸子,東急多摩川線<br>東急多摩川線
大田区,鵜の木３丁目,沖積低地3,3,2,3,35.577446,139.677567,鵜の木<br>沼部<br>久が原,東急多摩川線<br>東急多摩川線<br>東急池上線
大田区,大森北１丁目,沖積低地2,2,1,2,35.58728,139.729645,大森<br>大森海岸,JR京浜東北線<br>京浜急行本線
大田区,大森北２丁目,沖積低地2,2,1,1,35.585781,139.733704,大森海岸<br>大森<br>平和島,京浜急行本線<br>JR京浜東北線<br>京浜急行本線
大田区,大森北３丁目,沖積低地2,4,4,4,35.582775,139.73317,平和島<br>大森海岸,京浜急行本線<br>京浜急行本線
大田区,大森北４丁目,沖積低地2,3,3,3,35.583286,139.727432,大森,JR京浜東北線
大田区,大森北５丁目,沖積低地2,3,2,3,35.580738,139.726212,,
大田区,大森北６丁目,沖積低地2,3,4,4,35.579468,139.731934,平和島<br>大森町,京浜急行本線<br>京浜急行本線
大田区,大森中１丁目,沖積低地2,3,2,2,35.571148,139.733383,大森町<br>梅屋敷,京浜急行本線<br>京浜急行本線
大田区,大森中２丁目,沖積低地2,3,3,3,35.567509,139.732574,梅屋敷<br>大森町,京浜急行本線<br>京浜急行本線
大田区,大森中３丁目,沖積低地2,4,3,4,35.56459,139.732376,梅屋敷,京浜急行本線
大田区,大森西１丁目,沖積低地2,3,3,4,35.577538,139.72467,,
大田区,大森西２丁目,沖積低地2,3,3,4,35.577213,139.730911,平和島<br>大森町,京浜急行本線<br>京浜急行本線
大田区,大森西３丁目,沖積低地2,3,4,4,35.573399,139.729248,大森町<br>梅屋敷<br>平和島,京浜急行本線<br>京浜急行本線<br>京浜急行本線
大田区,大森西４丁目,沖積低地2,3,2,3,35.572758,139.722488,,
大田区,大森西５丁目,沖積低地2,3,4,4,35.570808,139.727936,大森町<br>梅屋敷,京浜急行本線<br>京浜急行本線
大田区,大森西６丁目,沖積低地2,3,3,3,35.56868,139.726746,梅屋敷<br>大森町,京浜急行本線<br>京浜急行本線
大田区,大森西７丁目,沖積低地2,3,2,3,35.569916,139.721436,梅屋敷,京浜急行本線
大田区,大森東１丁目,沖積低地2,2,2,2,35.5765,139.738647,平和島<br>大森町,京浜急行本線<br>京浜急行本線
大田区,大森東２丁目,沖積低地3,4,4,4,35.573303,139.736359,大森町<br>平和島,京浜急行本線<br>京浜急行本線
大田区,大森東３丁目,沖積低地2,3,3,3,35.571922,139.740036,大森町,京浜急行本線
大田区,大森東４丁目,沖積低地2,3,4,4,35.567425,139.738312,大森町,京浜急行本線
大田区,大森東５丁目,沖積低地2,3,3,3,35.569176,139.743179,昭和島,東京モノレール羽田線
大田区,大森本町１丁目,沖積低地2,1,1,1,35.584747,139.737366,大森海岸<br>平和島,京浜急行本線<br>京浜急行本線
大田区,大森本町２丁目,沖積低地2,3,3,3,35.579346,139.737488,平和島,京浜急行本線
大田区,大森南１丁目,沖積低地2,3,3,3,35.56361,139.738617,,
大田区,大森南２丁目,沖積低地2,3,2,2,35.562542,139.743607,,
大田区,大森南３丁目,沖積低地2,3,2,2,35.565735,139.742737,,
大田区,大森南４丁目,沖積低地3,2,1,2,35.566826,139.746964,昭和島,東京モノレール羽田線
大田区,大森南５丁目,沖積低地2,2,2,3,35.563816,139.749481,昭和島,東京モノレール羽田線
大田区,蒲田１丁目,沖積低地2,3,3,4,35.565697,139.719849,蒲田<br>蒲田<br>蒲田<br>京急蒲田<br>京急蒲田<br>梅屋敷,JR京浜東北線<br>東急多摩川線<br>東急池上線<br>京浜急行空港線<br>京浜急行本線<br>京浜急行本線
大田区,蒲田２丁目,沖積低地2,3,4,4,35.566513,139.725571,梅屋敷<br>京急蒲田<br>京急蒲田,京浜急行本線<br>京浜急行空港線<br>京浜急行本線
大田区,蒲田３丁目,沖積低地2,3,4,3,35.563465,139.723953,京急蒲田<br>京急蒲田<br>梅屋敷<br>蒲田,京浜急行本線<br>京浜急行空港線<br>京浜急行本線<br>JR京浜東北線
大田区,蒲田４丁目,沖積低地2,3,1,2,35.560143,139.72139,京急蒲田<br>京急蒲田<br>蒲田<br>蒲田<br>蒲田,京浜急行本線<br>京浜急行空港線<br>JR京浜東北線<br>東急多摩川線<br>東急池上線
大田区,蒲田５丁目,沖積低地3,2,1,2,35.561768,139.718338,蒲田<br>蒲田<br>蒲田<br>京急蒲田<br>京急蒲田,JR京浜東北線<br>東急多摩川線<br>東急池上線<br>京浜急行本線<br>京浜急行空港線
大田区,蒲田本町１丁目,沖積低地3,2,2,2,35.557419,139.715744,蒲田<br>蒲田<br>蒲田,東急池上線<br>東急多摩川線<br>JR京浜東北線
大田区,蒲田本町２丁目,沖積低地3,4,4,4,35.55706,139.719482,京急蒲田<br>京急蒲田<br>蒲田<br>蒲田<br>蒲田,京浜急行本線<br>京浜急行空港線<br>JR京浜東北線<br>東急多摩川線<br>東急池上線
大田区,上池台１丁目,台地2,2,3,2,35.600945,139.697815,長原<br>旗の台<br>旗の台<br>洗足池,東急池上線<br>東急池上線<br>東急大井町線<br>東急池上線
大田区,上池台２丁目,台地2,2,2,2,35.599045,139.693771,洗足池<br>長原,東急池上線<br>東急池上線
大田区,上池台３丁目,谷底低地2,3,3,2,35.59391,139.697449,,
大田区,上池台４丁目,台地2,2,3,2,35.597523,139.700256,長原,東急池上線
大田区,上池台５丁目,台地2,2,2,1,35.593616,139.701019,,
大田区,北糀谷１丁目,沖積低地2,3,2,3,35.563225,139.735626,梅屋敷,京浜急行本線
大田区,北糀谷２丁目,沖積低地2,3,2,3,35.562325,139.733063,梅屋敷,京浜急行本線
大田区,北千束１丁目,台地2,2,3,3,35.610184,139.688477,大岡山<br>大岡山<br>洗足<br>北千束,東急目黒線<br>東急大井町線<br>東急目黒線<br>東急大井町線
大田区,北千束２丁目,台地2,2,2,2,35.60701,139.692673,北千束<br>洗足<br>大岡山<br>大岡山,東急大井町線<br>東急目黒線<br>東急目黒線<br>東急大井町線
大田区,北千束３丁目,台地2,2,3,3,35.606388,139.687439,大岡山<br>大岡山<br>北千束<br>緑が丘,東急大井町線<br>東急目黒線<br>東急大井町線<br>東急大井町線
大田区,北馬込１丁目,台地2,2,3,2,35.599789,139.705353,荏原町<br>旗の台<br>旗の台<br>馬込,東急大井町線<br>東急池上線<br>東急大井町線<br>都営浅草線
大田区,北馬込２丁目,台地2,3,4,3,35.598404,139.709915,馬込<br>荏原町,都営浅草線<br>東急大井町線
大田区,北嶺町,台地1,2,2,2,35.586197,139.68219,御嶽山<br>雪が谷大塚,東急池上線<br>東急池上線
大田区,久が原１丁目,台地1,2,2,1,35.585548,139.691254,御嶽山,東急池上線
大田区,久が原２丁目,谷底低地3,2,2,2,35.582367,139.696991,,
大田区,久が原３丁目,台地1,2,3,2,35.581795,139.689285,久が原<br>御嶽山,東急池上線<br>東急池上線
大田区,久が原４丁目,台地1,2,3,2,35.579861,139.692245,久が原<br>千鳥町,東急池上線<br>東急池上線
大田区,久が原５丁目,台地1,2,2,1,35.576691,139.697189,千鳥町<br>池上,東急池上線<br>東急池上線
大田区,久が原６丁目,台地1,2,2,1,35.575043,139.692642,千鳥町<br>下丸子<br>久が原,東急池上線<br>東急多摩川線<br>東急池上線
大田区,京浜島１丁目,沖積低地3,1,1,1,35.56966,139.758728,,
大田区,京浜島２丁目,沖積低地4,1,1,1,35.568985,139.764481,,
大田区,京浜島３丁目,沖積低地3,1,1,1,35.573814,139.765579,,
大田区,山王１丁目,台地2,2,3,3,35.592411,139.724976,大森,JR京浜東北線
大田区,山王２丁目,台地2,2,3,3,35.589123,139.725113,大森,JR京浜東北線
大田区,山王３丁目,沖積低地2,3,3,4,35.584099,139.722855,大森,JR京浜東北線
大田区,山王４丁目,台地2,2,3,3,35.587246,139.72168,大森,JR京浜東北線
大田区,下丸子１丁目,沖積低地3,3,3,3,35.567905,139.688583,武蔵新田<br>下丸子<br>千鳥町,東急多摩川線<br>東急多摩川線<br>東急池上線
大田区,下丸子２丁目,沖積低地3,2,2,2,35.563515,139.684311,,
大田区,下丸子３丁目,沖積低地3,3,3,3,35.567822,139.684006,下丸子<br>武蔵新田,東急多摩川線<br>東急多摩川線
大田区,下丸子４丁目,沖積低地3,2,2,3,35.569347,139.679398,下丸子<br>鵜の木,東急多摩川線<br>東急多摩川線
大田区,昭和島１丁目,沖積低地2,1,1,1,35.571533,139.746872,昭和島,東京モノレール羽田線
大田区,昭和島２丁目,沖積低地3,1,1,1,35.571709,139.75209,昭和島,東京モノレール羽田線
大田区,新蒲田１丁目,沖積低地3,3,2,2,35.557579,139.711426,蒲田<br>蒲田<br>蒲田<br>蓮沼,東急池上線<br>東急多摩川線<br>JR京浜東北線<br>東急池上線
大田区,新蒲田２丁目,沖積低地3,3,3,3,35.560516,139.705017,矢口渡<br>蓮沼,東急多摩川線<br>東急池上線
大田区,新蒲田３丁目,沖積低地3,4,4,3,35.556675,139.706589,,
大田区,城南島１丁目,沖積低地3,1,1,1,35.577702,139.770279,,
大田区,城南島２丁目,沖積低地3,1,1,1,35.580658,139.77681,,
大田区,城南島３丁目,沖積低地5,1,1,1,35.578861,139.779892,,
大田区,城南島４丁目,沖積低地5,1,1,1,35.580196,139.78363,,
大田区,城南島５丁目,沖積低地5,1,1,1,35.583214,139.7798,,
大田区,城南島６丁目,沖積低地3,1,1,1,35.583103,139.774994,,
大田区,城南島７丁目,沖積低地3,1,1,1,35.580265,139.770691,,
大田区,多摩川１丁目,沖積低地3,3,2,2,35.563114,139.699417,矢口渡,東急多摩川線
大田区,多摩川２丁目,沖積低地3,3,2,3,35.557007,139.700287,矢口渡,東急多摩川線
大田区,千鳥１丁目,沖積低地2,3,2,3,35.572994,139.694244,千鳥町<br>武蔵新田<br>池上,東急池上線<br>東急多摩川線<br>東急池上線
大田区,千鳥２丁目,沖積低地2,3,3,3,35.569,139.693787,武蔵新田<br>千鳥町<br>下丸子,東急多摩川線<br>東急池上線<br>東急多摩川線
大田区,千鳥３丁目,沖積低地2,3,2,2,35.572159,139.688843,千鳥町<br>下丸子<br>武蔵新田,東急池上線<br>東急多摩川線<br>東急多摩川線
大田区,中央１丁目,沖積低地2,3,3,4,35.581203,139.719635,,
