,区市町名,町丁目名,地盤分類,建物倒壊危険度ランク,火災危険度ランク
0,千代田区,飯田橋１丁目,谷底低地3,2,1
1,千代田区,飯田橋２丁目,谷底低地3,2,1
2,千代田区,飯田橋３丁目,谷底低地3,1,1
3,千代田区,飯田橋４丁目,谷底低地3,2,1
4,千代田区,一番町,台地2,1,1
5,千代田区,岩本町１丁目,沖積低地3,3,1
6,千代田区,岩本町２丁目,沖積低地3,3,2
7,千代田区,岩本町３丁目,沖積低地3,2,1
8,千代田区,内神田１丁目,沖積低地2,2,1
9,千代田区,内神田２丁目,沖積低地2,3,1
10,千代田区,内神田３丁目,沖積低地2,3,2
11,千代田区,内幸町１丁目,沖積低地3,1,1
12,千代田区,内幸町２丁目,沖積低地3,1,1
13,千代田区,大手町１丁目,沖積低地3,1,1
14,千代田区,大手町２丁目,沖積低地2,1,1
15,千代田区,鍛冶町１丁目,沖積低地2,3,2
16,千代田区,鍛冶町２丁目,沖積低地2,3,1
17,千代田区,霞が関１丁目,沖積低地2,1,1
18,千代田区,霞が関２丁目,谷底低地3,1,1
19,千代田区,霞が関３丁目,沖積低地2,1,1
20,千代田区,神田相生町,沖積低地2,1,1
21,千代田区,神田淡路町１丁目,台地1,2,1
22,千代田区,神田淡路町２丁目,沖積低地2,1,1
23,千代田区,神田和泉町,沖積低地3,3,2
24,千代田区,神田岩本町,沖積低地2,2,1
25,千代田区,神田小川町１丁目,台地1,1,1
26,千代田区,神田小川町２丁目,台地1,2,1
27,千代田区,神田小川町３丁目,台地1,2,1
28,千代田区,神田鍛冶町３丁目,沖積低地2,3,1
29,千代田区,神田北乗物町,沖積低地2,4,1
30,千代田区,神田紺屋町,沖積低地2,3,2
31,千代田区,神田佐久間河岸,沖積低地3,2,1
32,千代田区,神田佐久間町１丁目,沖積低地2,2,1
33,千代田区,神田佐久間町２丁目,沖積低地2,3,2
34,千代田区,神田佐久間町３丁目,沖積低地3,3,2
35,千代田区,神田佐久間町４丁目,沖積低地2,3,1
36,千代田区,神田神保町１丁目,谷底低地3,3,1
37,千代田区,神田神保町２丁目,谷底低地3,3,1
38,千代田区,神田神保町３丁目,谷底低地3,2,1
39,千代田区,神田須田町１丁目,沖積低地2,3,2
40,千代田区,神田須田町２丁目,沖積低地2,3,1
41,千代田区,神田駿河台１丁目,台地1,1,1
42,千代田区,神田駿河台２丁目,台地1,1,1
43,千代田区,神田駿河台３丁目,台地1,1,1
44,千代田区,神田駿河台４丁目,台地1,1,1
45,千代田区,神田多町２丁目,沖積低地2,4,2
46,千代田区,神田司町２丁目,沖積低地2,3,1
47,千代田区,神田富山町,沖積低地2,3,2
48,千代田区,神田錦町１丁目,沖積低地2,2,1
49,千代田区,神田錦町２丁目,台地1,1,1
50,千代田区,神田錦町３丁目,谷底低地3,1,1
51,千代田区,神田西福田町,沖積低地2,3,1
52,千代田区,神田練塀町,沖積低地2,1,1
53,千代田区,神田花岡町,沖積低地2,1,1
54,千代田区,神田東紺屋町,沖積低地2,2,1
55,千代田区,神田東松下町,沖積低地2,2,1
56,千代田区,神田平河町,沖積低地2,3,1
57,千代田区,神田松永町,沖積低地2,2,1
58,千代田区,神田美倉町,沖積低地2,2,1
59,千代田区,神田美土代町,沖積低地2,2,1
60,千代田区,紀尾井町,台地2,1,1
61,千代田区,北の丸公園,台地2,1,1
62,千代田区,九段北１丁目,谷底低地3,1,1
63,千代田区,九段北２丁目,台地2,1,1
64,千代田区,九段北３丁目,台地2,1,1
65,千代田区,九段北４丁目,谷底低地2,1,1
66,千代田区,九段南１丁目,谷底低地3,1,1
67,千代田区,九段南２丁目,台地2,1,1
68,千代田区,九段南３丁目,台地2,2,1
69,千代田区,九段南４丁目,台地2,1,1
70,千代田区,皇居外苑,谷底低地2,1,1
71,千代田区,麹町１丁目,台地2,1,1
72,千代田区,麹町２丁目,台地2,1,1
73,千代田区,麹町３丁目,台地2,1,1
74,千代田区,麹町４丁目,台地2,1,1
75,千代田区,麹町５丁目,台地2,1,1
76,千代田区,麹町６丁目,台地2,1,1
77,千代田区,五番町,台地2,1,1
78,千代田区,神田猿楽町１丁目,台地1,1,1
79,千代田区,神田猿楽町２丁目,台地1,1,1
80,千代田区,三番町,台地2,1,1
81,千代田区,外神田１丁目,沖積低地2,2,1
82,千代田区,外神田２丁目,沖積低地2,3,1
83,千代田区,外神田３丁目,沖積低地2,3,2
84,千代田区,外神田４丁目,沖積低地2,2,1
85,千代田区,外神田５丁目,沖積低地2,3,2
86,千代田区,外神田６丁目,沖積低地2,3,1
87,千代田区,千代田,台地2,1,1
88,千代田区,永田町１丁目,台地2,1,1
89,千代田区,永田町２丁目,台地2,1,1
90,千代田区,西神田１丁目,谷底低地3,1,1
91,千代田区,西神田２丁目,谷底低地3,2,1
92,千代田区,西神田３丁目,谷底低地3,1,1
93,千代田区,二番町,台地2,1,1
94,千代田区,隼町,台地2,1,1
95,千代田区,東神田１丁目,沖積低地2,3,1
96,千代田区,東神田２丁目,沖積低地2,2,1
97,千代田区,東神田３丁目,沖積低地2,3,1
98,千代田区,一ツ橋１丁目,谷底低地3,1,1
99,千代田区,一ツ橋２丁目,沖積低地3,1,1
100,千代田区,日比谷公園,沖積低地3,1,1
101,千代田区,平河町１丁目,台地2,2,1
102,千代田区,平河町２丁目,台地2,1,1
103,千代田区,富士見１丁目,台地2,1,1
104,千代田区,富士見２丁目,台地2,1,1
105,千代田区,丸の内１丁目,沖積低地2,1,1
106,千代田区,丸の内２丁目,沖積低地3,1,1
107,千代田区,丸の内３丁目,沖積低地2,1,1
108,千代田区,神田三崎町１丁目,谷底低地3,1,1
109,千代田区,神田三崎町２丁目,谷底低地3,2,1
110,千代田区,神田三崎町３丁目,谷底低地3,1,1
111,千代田区,有楽町１丁目,沖積低地3,1,1
112,千代田区,有楽町２丁目,沖積低地2,2,1
113,千代田区,四番町,台地2,1,1
114,千代田区,六番町,台地2,1,1
115,中央区,明石町,沖積低地3,1,1
116,中央区,入船１丁目,沖積低地3,3,2
117,中央区,入船２丁目,沖積低地3,3,2
118,中央区,入船３丁目,沖積低地3,3,2
119,中央区,勝どき１丁目,沖積低地2,1,1
120,中央区,勝どき２丁目,沖積低地2,3,2
121,中央区,勝どき３丁目,沖積低地2,2,1
122,中央区,勝どき４丁目,沖積低地2,2,1
123,中央区,勝どき５丁目,沖積低地2,1,1
124,中央区,勝どき６丁目,沖積低地2,1,1
125,中央区,京橋１丁目,沖積低地2,1,1
126,中央区,京橋２丁目,沖積低地2,2,1
127,中央区,京橋３丁目,沖積低地2,2,1
128,中央区,銀座１丁目,沖積低地2,2,1
129,中央区,銀座２丁目,沖積低地2,2,1
130,中央区,銀座３丁目,沖積低地2,3,1
131,中央区,銀座４丁目,沖積低地2,2,1
132,中央区,銀座５丁目,沖積低地2,2,1
133,中央区,銀座６丁目,沖積低地2,2,1
134,中央区,銀座７丁目,沖積低地2,2,1
135,中央区,銀座８丁目,沖積低地2,2,1
136,中央区,新川１丁目,沖積低地3,2,1
137,中央区,新川２丁目,沖積低地3,2,1
138,中央区,新富１丁目,沖積低地3,3,2
139,中央区,新富２丁目,沖積低地3,3,2
140,中央区,月島１丁目,沖積低地2,4,3
141,中央区,月島２丁目,沖積低地2,3,2
142,中央区,月島３丁目,沖積低地2,4,4
143,中央区,月島４丁目,沖積低地2,3,2
144,中央区,築地１丁目,沖積低地2,1,1
145,中央区,築地２丁目,沖積低地2,2,1
146,中央区,築地３丁目,沖積低地2,2,1
147,中央区,築地４丁目,沖積低地2,2,2
148,中央区,築地５丁目,沖積低地2,1,1
149,中央区,築地６丁目,沖積低地2,3,2
150,中央区,築地７丁目,沖積低地2,3,2
151,中央区,佃１丁目,沖積低地2,3,2
152,中央区,佃２丁目,沖積低地2,2,2
153,中央区,佃３丁目,沖積低地2,3,2
154,中央区,豊海町,沖積低地3,1,1
155,中央区,日本橋１丁目,沖積低地3,1,1
156,中央区,日本橋２丁目,沖積低地3,1,1
157,中央区,日本橋３丁目,沖積低地3,2,1
158,中央区,日本橋大伝馬町,沖積低地2,2,1
159,中央区,日本橋蛎殻町１丁目,沖積低地3,3,2
160,中央区,日本橋蛎殻町２丁目,沖積低地3,2,1
161,中央区,日本橋兜町,沖積低地3,2,1
162,中央区,日本橋茅場町１丁目,沖積低地2,1,1
163,中央区,日本橋茅場町２丁目,沖積低地3,3,2
164,中央区,日本橋茅場町３丁目,沖積低地3,3,2
165,中央区,日本橋小網町,沖積低地2,1,1
166,中央区,日本橋小伝馬町,沖積低地3,3,1
167,中央区,日本橋小舟町,沖積低地3,3,2
168,中央区,日本橋富沢町,沖積低地2,2,1
169,中央区,日本橋中洲,沖積低地4,2,1
170,中央区,日本橋人形町１丁目,沖積低地2,3,2
171,中央区,日本橋人形町２丁目,沖積低地3,4,3
172,中央区,日本橋人形町３丁目,沖積低地2,3,2
173,中央区,日本橋箱崎町,沖積低地3,2,1
174,中央区,日本橋浜町１丁目,沖積低地3,3,2
175,中央区,日本橋浜町２丁目,沖積低地4,3,1
176,中央区,日本橋浜町３丁目,沖積低地4,3,2
177,中央区,日本橋馬喰町１丁目,沖積低地2,3,1
178,中央区,日本橋馬喰町２丁目,沖積低地2,2,1
179,中央区,日本橋久松町,沖積低地3,3,1
180,中央区,日本橋堀留町１丁目,沖積低地2,2,1
181,中央区,日本橋堀留町２丁目,沖積低地2,2,1
182,中央区,日本橋本石町１丁目,沖積低地2,1,1
183,中央区,日本橋本石町２丁目,沖積低地2,1,1
184,中央区,日本橋本石町３丁目,沖積低地2,1,1
185,中央区,日本橋本石町４丁目,沖積低地2,2,1
186,中央区,日本橋本町１丁目,沖積低地3,3,1
187,中央区,日本橋本町２丁目,沖積低地3,1,1
188,中央区,日本橋本町３丁目,沖積低地3,2,1
189,中央区,日本橋本町４丁目,沖積低地2,3,2
190,中央区,日本橋室町１丁目,沖積低地3,3,1
191,中央区,日本橋室町２丁目,沖積低地2,1,1
192,中央区,日本橋室町３丁目,沖積低地2,1,1
193,中央区,日本橋室町４丁目,沖積低地2,3,1
194,中央区,日本橋横山町,沖積低地2,3,2
195,中央区,八丁堀１丁目,沖積低地3,3,1
196,中央区,八丁堀２丁目,沖積低地3,3,2
197,中央区,八丁堀３丁目,沖積低地3,3,3
198,中央区,八丁堀４丁目,沖積低地3,2,1
199,中央区,浜離宮庭園,沖積低地3,1,1
200,中央区,晴海１丁目,沖積低地2,1,1
201,中央区,晴海２丁目,沖積低地3,1,1
202,中央区,晴海３丁目,沖積低地2,1,1
203,中央区,晴海４丁目,沖積低地2,1,1
204,中央区,晴海５丁目,沖積低地2,1,1
205,中央区,東日本橋１丁目,沖積低地3,3,1
206,中央区,東日本橋２丁目,沖積低地2,2,1
207,中央区,東日本橋３丁目,沖積低地2,3,1
208,中央区,湊１丁目,沖積低地3,3,2
209,中央区,湊２丁目,沖積低地2,3,1
210,中央区,湊３丁目,沖積低地2,3,2
211,中央区,八重洲１丁目,沖積低地2,2,1
212,中央区,八重洲２丁目,沖積低地2,1,1
213,港区,赤坂１丁目,台地2,1,1
214,港区,赤坂２丁目,谷底低地3,1,1
215,港区,赤坂３丁目,谷底低地3,2,1
216,港区,赤坂４丁目,台地2,1,1
217,港区,赤坂５丁目,台地2,1,1
218,港区,赤坂６丁目,台地2,1,1
219,港区,赤坂７丁目,谷底低地3,1,1
220,港区,赤坂８丁目,台地2,1,1
221,港区,赤坂９丁目,台地2,1,1
222,港区,麻布十番１丁目,谷底低地3,2,1
223,港区,麻布十番２丁目,谷底低地3,2,1
224,港区,麻布十番３丁目,谷底低地3,2,1
225,港区,麻布十番４丁目,谷底低地3,1,1
226,港区,麻布台１丁目,台地2,2,1
227,港区,麻布台２丁目,台地2,1,1
228,港区,麻布台３丁目,台地2,1,1
229,港区,麻布永坂町,台地2,1,1
230,港区,麻布狸穴町,谷底低地2,1,1
231,港区,愛宕１丁目,沖積低地2,1,1
232,港区,愛宕２丁目,沖積低地2,1,1
233,港区,海岸１丁目,沖積低地3,1,1
234,港区,海岸２丁目,沖積低地2,1,1
235,港区,海岸３丁目,沖積低地3,1,1
236,港区,北青山１丁目,台地2,1,1
237,港区,北青山２丁目,台地2,1,1
238,港区,北青山３丁目,台地2,1,1
239,港区,港南１丁目,沖積低地2,1,1
240,港区,港南２丁目,沖積低地2,1,1
241,港区,港南３丁目,沖積低地2,1,1
242,港区,港南４丁目,沖積低地3,1,1
243,港区,港南５丁目,沖積低地3,1,1
244,港区,芝１丁目,沖積低地2,2,1
245,港区,芝２丁目,沖積低地2,2,1
246,港区,芝３丁目,沖積低地2,2,2
247,港区,芝４丁目,沖積低地2,1,1
248,港区,芝５丁目,沖積低地2,2,1
249,港区,芝浦１丁目,沖積低地2,1,1
250,港区,芝浦２丁目,沖積低地3,1,1
251,港区,芝浦３丁目,沖積低地2,1,1
252,港区,芝浦４丁目,沖積低地2,1,1
253,港区,芝公園１丁目,沖積低地2,1,2
254,港区,芝公園２丁目,沖積低地2,2,1
255,港区,芝公園３丁目,台地2,1,1
256,港区,芝公園４丁目,沖積低地2,1,1
257,港区,芝大門１丁目,沖積低地2,2,1
258,港区,芝大門２丁目,沖積低地2,3,2
259,港区,白金１丁目,谷底低地3,3,2
260,港区,白金２丁目,台地2,1,1
261,港区,白金３丁目,谷底低地3,3,2
262,港区,白金４丁目,台地2,1,1
263,港区,白金５丁目,谷底低地3,3,2
264,港区,白金６丁目,谷底低地2,3,2
265,港区,白金台１丁目,台地2,1,1
266,港区,白金台２丁目,台地2,2,2
267,港区,白金台３丁目,台地2,1,1
268,港区,白金台４丁目,台地2,2,2
269,港区,白金台５丁目,台地2,1,1
270,港区,新橋１丁目,沖積低地3,2,1
271,港区,新橋２丁目,沖積低地3,3,2
272,港区,新橋３丁目,沖積低地3,4,2
273,港区,新橋４丁目,沖積低地3,3,2
274,港区,新橋５丁目,沖積低地3,3,2
275,港区,新橋６丁目,沖積低地2,2,1
276,港区,高輪１丁目,台地2,2,1
277,港区,高輪２丁目,沖積低地2,2,1
278,港区,高輪３丁目,台地2,1,1
279,港区,高輪４丁目,台地2,1,1
280,港区,虎ノ門１丁目,沖積低地2,1,1
281,港区,虎ノ門２丁目,台地2,1,1
282,港区,虎ノ門３丁目,台地2,2,1
283,港区,虎ノ門４丁目,台地2,1,1
284,港区,虎ノ門５丁目,谷底低地2,2,1
285,港区,西麻布１丁目,台地2,2,1
286,港区,西麻布２丁目,台地2,2,2
287,港区,西麻布３丁目,台地2,1,1
288,港区,西麻布４丁目,台地2,1,1
289,港区,西新橋１丁目,沖積低地3,2,1
290,港区,西新橋２丁目,沖積低地2,2,1
291,港区,西新橋３丁目,沖積低地2,2,1
292,港区,浜松町１丁目,沖積低地3,2,1
293,港区,浜松町２丁目,沖積低地2,2,1
294,港区,東麻布１丁目,谷底低地3,2,1
295,港区,東麻布２丁目,谷底低地3,2,1
296,港区,東麻布３丁目,谷底低地3,2,1
297,港区,東新橋１丁目,沖積低地3,1,1
298,港区,東新橋２丁目,沖積低地3,1,1
299,港区,三田１丁目,台地2,1,1
300,港区,三田２丁目,台地2,1,1
301,港区,三田３丁目,沖積低地2,1,1
302,港区,三田４丁目,台地2,1,1
303,港区,三田５丁目,谷底低地3,2,1
304,港区,南青山１丁目,台地2,1,1
305,港区,南青山２丁目,台地2,1,1
306,港区,南青山３丁目,台地2,2,1
307,港区,南青山４丁目,台地2,1,1
308,港区,南青山５丁目,台地2,1,1
309,港区,南青山６丁目,台地2,1,1
310,港区,南青山７丁目,台地2,1,1
311,港区,南麻布１丁目,谷底低地3,2,1
312,港区,南麻布２丁目,谷底低地3,2,1
313,港区,南麻布３丁目,台地2,2,1
314,港区,南麻布４丁目,谷底低地2,1,1
315,港区,南麻布５丁目,台地2,1,1
316,港区,元赤坂１丁目,谷底低地3,1,1
317,港区,元赤坂２丁目,台地2,1,1
318,港区,元麻布１丁目,台地2,1,1
319,港区,元麻布２丁目,台地2,1,1
320,港区,元麻布３丁目,台地2,1,1
321,港区,六本木１丁目,台地2,1,1
322,港区,六本木２丁目,谷底低地3,1,1
323,港区,六本木３丁目,台地2,1,1
324,港区,六本木４丁目,台地2,1,1
325,港区,六本木５丁目,台地2,1,1
326,港区,六本木６丁目,台地2,1,1
327,港区,六本木７丁目,台地2,1,1
328,港区,台場１丁目,沖積低地2,1,1
329,港区,台場２丁目,沖積低地2,1,1
330,新宿区,愛住町,台地2,2,2
331,新宿区,赤城下町,台地2,3,4
332,新宿区,赤城元町,台地2,2,1
333,新宿区,揚場町,谷底低地2,1,1
334,新宿区,荒木町,台地2,2,2
335,新宿区,市谷加賀町１丁目,台地2,1,1
336,新宿区,市谷加賀町２丁目,台地2,2,1
337,新宿区,市谷甲良町,台地2,2,1
338,新宿区,市谷砂土原町１丁目,谷底低地2,1,1
339,新宿区,市谷砂土原町２丁目,谷底低地2,1,1
340,新宿区,市谷砂土原町３丁目,台地2,1,1
341,新宿区,市谷左内町,台地2,1,1
342,新宿区,市谷鷹匠町,谷底低地2,1,1
343,新宿区,市谷田町１丁目,谷底低地2,1,1
344,新宿区,市谷田町２丁目,谷底低地2,1,1
345,新宿区,市谷田町３丁目,谷底低地2,1,1
346,新宿区,市谷台町,台地2,2,1
347,新宿区,市谷長延寺町,谷底低地2,1,1
348,新宿区,市谷仲之町,台地2,1,1
349,新宿区,市谷八幡町,谷底低地2,1,1
350,新宿区,市谷船河原町,谷底低地2,1,1
351,新宿区,市谷本村町,台地2,1,1
352,新宿区,市谷薬王寺町,台地2,2,2
353,新宿区,市谷柳町,谷底低地2,3,2
354,新宿区,市谷山伏町,台地2,2,2
355,新宿区,岩戸町,谷底低地2,2,2
356,新宿区,榎町,谷底低地2,2,2
357,新宿区,大久保１丁目,台地1,2,2
358,新宿区,大久保２丁目,台地1,2,3
359,新宿区,大久保３丁目,台地1,1,1
360,新宿区,改代町,谷底低地2,3,2
361,新宿区,神楽河岸,谷底低地2,1,1
362,新宿区,神楽坂１丁目,谷底低地2,2,1
363,新宿区,神楽坂２丁目,谷底低地2,2,2
364,新宿区,神楽坂３丁目,台地2,3,3
365,新宿区,神楽坂４丁目,台地2,3,3
366,新宿区,神楽坂５丁目,谷底低地2,2,2
367,新宿区,神楽坂６丁目,谷底低地2,3,3
368,新宿区,片町,谷底低地2,2,1
369,新宿区,歌舞伎町１丁目,谷底低地1,2,1
370,新宿区,歌舞伎町２丁目,台地1,1,1
371,新宿区,上落合１丁目,谷底低地2,2,2
372,新宿区,上落合２丁目,台地1,2,3
373,新宿区,上落合３丁目,台地1,3,4
374,新宿区,喜久井町,台地2,2,2
375,新宿区,北新宿１丁目,台地1,2,2
376,新宿区,北新宿２丁目,谷底低地2,2,2
377,新宿区,北新宿３丁目,台地1,2,3
378,新宿区,北新宿４丁目,台地1,2,1
379,新宿区,北町,台地2,1,1
380,新宿区,北山伏町,台地2,1,1
381,新宿区,細工町,台地2,3,2
382,新宿区,四谷坂町,谷底低地2,3,3
383,新宿区,左門町,台地2,2,1
384,新宿区,三栄町,台地2,2,1
385,新宿区,信濃町,台地2,1,1
386,新宿区,下落合１丁目,谷底低地2,1,1
387,新宿区,下落合２丁目,台地1,1,1
388,新宿区,下落合３丁目,台地1,2,2
389,新宿区,下落合４丁目,台地1,2,3
390,新宿区,下宮比町,台地2,1,1
391,新宿区,白銀町,台地2,2,1
392,新宿区,新小川町,谷底低地3,2,1
393,新宿区,新宿１丁目,台地2,1,1
394,新宿区,新宿２丁目,台地2,2,1
395,新宿区,新宿３丁目,台地2,1,1
396,新宿区,新宿４丁目,台地2,1,1
397,新宿区,新宿５丁目,台地2,1,1
398,新宿区,新宿６丁目,台地2,2,1
399,新宿区,新宿７丁目,台地2,2,3
400,新宿区,水道町,谷底低地2,2,2
401,新宿区,須賀町,台地2,3,2
402,新宿区,住吉町,谷底低地2,2,2
403,新宿区,高田馬場１丁目,台地1,2,2
404,新宿区,高田馬場２丁目,谷底低地2,2,2
405,新宿区,高田馬場３丁目,台地1,2,3
406,新宿区,高田馬場４丁目,台地1,2,2
407,新宿区,箪笥町,谷底低地2,2,1
408,新宿区,大京町,台地2,2,2
409,新宿区,築地町,台地2,2,2
410,新宿区,筑土八幡町,台地2,2,1
411,新宿区,津久戸町,台地2,1,1
412,新宿区,天神町,台地2,3,2
413,新宿区,戸塚町１丁目,谷底低地2,1,1
414,新宿区,内藤町,台地2,1,1
415,新宿区,中井１丁目,谷底低地2,3,2
416,新宿区,中井２丁目,台地1,2,2
417,新宿区,中落合１丁目,谷底低地2,2,2
418,新宿区,中落合２丁目,台地1,2,2
419,新宿区,中落合３丁目,台地1,2,3
420,新宿区,中落合４丁目,台地1,2,2
421,新宿区,中里町,台地2,2,2
422,新宿区,中町,台地2,2,1
423,新宿区,納戸町,台地2,2,2
424,新宿区,西落合１丁目,台地1,2,2
425,新宿区,西落合２丁目,台地1,2,2
426,新宿区,西落合３丁目,台地1,2,2
427,新宿区,西落合４丁目,台地1,2,2
428,新宿区,西五軒町,谷底低地2,2,1
429,新宿区,西新宿１丁目,台地2,1,1
430,新宿区,西新宿２丁目,谷底低地2,1,1
431,新宿区,西新宿３丁目,台地2,1,1
432,新宿区,西新宿４丁目,台地2,2,2
433,新宿区,西新宿５丁目,谷底低地2,2,2
434,新宿区,西新宿６丁目,台地1,1,1
435,新宿区,西新宿７丁目,台地1,1,1
436,新宿区,西新宿８丁目,台地1,2,2
437,新宿区,西早稲田１丁目,台地1,1,1
438,新宿区,西早稲田２丁目,台地1,2,2
439,新宿区,西早稲田３丁目,台地1,2,2
440,新宿区,二十騎町,台地2,2,1
441,新宿区,払方町,台地2,1,1
442,新宿区,原町１丁目,台地2,2,2
443,新宿区,原町２丁目,台地2,3,2
444,新宿区,原町３丁目,台地2,2,2
445,新宿区,馬場下町,谷底低地2,3,2
446,新宿区,東榎町,谷底低地2,3,1
447,新宿区,東五軒町,谷底低地2,1,1
448,新宿区,百人町１丁目,台地1,2,2
449,新宿区,百人町２丁目,台地1,2,2
450,新宿区,百人町３丁目,台地1,1,2
451,新宿区,百人町４丁目,台地1,1,1
452,新宿区,袋町,台地2,2,2
453,新宿区,舟町,台地2,3,2
454,新宿区,弁天町,台地2,2,2
455,新宿区,本塩町,台地2,2,1
456,新宿区,南榎町,台地2,3,3
457,新宿区,南町,台地2,1,1
458,新宿区,南元町,谷底低地3,2,1
459,新宿区,南山伏町,谷底低地2,2,1
460,新宿区,山吹町,谷底低地2,2,2
461,新宿区,矢来町,台地2,2,2
462,新宿区,横寺町,台地2,3,3
463,新宿区,余丁町,台地2,2,2
464,新宿区,四谷１丁目,台地2,1,1
465,新宿区,四谷２丁目,台地2,1,1
466,新宿区,四谷３丁目,台地2,1,1
467,新宿区,四谷４丁目,台地2,2,2
468,新宿区,若葉１丁目,台地2,2,2
469,新宿区,若葉２丁目,谷底低地3,3,2
470,新宿区,若葉３丁目,谷底低地3,4,4
471,新宿区,若松町,台地2,2,2
472,新宿区,若宮町,台地2,2,1
473,新宿区,早稲田鶴巻町,谷底低地2,2,2
474,新宿区,早稲田南町,台地2,3,2
475,新宿区,早稲田町,台地2,2,1
476,新宿区,戸山１丁目,台地2,2,2
477,新宿区,戸山２丁目,台地2,1,1
478,新宿区,戸山３丁目,台地1,1,1
479,新宿区,富久町,台地2,2,2
480,新宿区,河田町,台地2,1,1
481,新宿区,霞ヶ丘町,台地2,1,1
482,文京区,大塚１丁目,台地1,1,1
483,文京区,大塚２丁目,台地1,1,1
484,文京区,大塚３丁目,台地1,1,1
485,文京区,大塚４丁目,谷底低地3,2,3
486,文京区,大塚５丁目,台地1,2,2
487,文京区,大塚６丁目,台地1,3,4
488,文京区,音羽１丁目,谷底低地2,2,1
489,文京区,音羽２丁目,谷底低地2,2,1
490,文京区,春日１丁目,台地1,1,1
491,文京区,春日２丁目,台地1,1,1
492,文京区,小石川１丁目,谷底低地3,2,1
493,文京区,小石川２丁目,台地1,2,2
494,文京区,小石川３丁目,台地1,2,2
495,文京区,小石川４丁目,台地1,1,1
496,文京区,小石川５丁目,台地1,2,1
497,文京区,後楽１丁目,谷底低地3,1,1
498,文京区,後楽２丁目,谷底低地3,2,2
499,文京区,小日向１丁目,台地1,2,1
500,文京区,小日向２丁目,台地1,2,2
501,文京区,小日向３丁目,谷底低地2,3,2
502,文京区,小日向４丁目,谷底低地2,2,1
503,文京区,水道１丁目,谷底低地2,2,1
504,文京区,水道２丁目,谷底低地2,2,2
505,文京区,関口１丁目,谷底低地2,2,1
506,文京区,関口２丁目,台地1,1,1
507,文京区,関口３丁目,台地1,1,1
508,文京区,千石１丁目,谷底低地2,3,3
509,文京区,千石２丁目,台地1,2,2
510,文京区,千石３丁目,台地1,2,2
511,文京区,千石４丁目,台地1,3,3
512,文京区,千駄木１丁目,台地1,2,3
513,文京区,千駄木２丁目,谷底低地2,3,3
514,文京区,千駄木３丁目,谷底低地2,3,3
515,文京区,千駄木４丁目,谷底低地2,3,3
516,文京区,千駄木５丁目,台地1,3,4
517,文京区,西片１丁目,台地1,2,1
518,文京区,西片２丁目,台地1,2,2
519,文京区,根津１丁目,谷底低地2,2,2
520,文京区,根津２丁目,谷底低地2,4,4
521,文京区,白山１丁目,谷底低地2,3,2
522,文京区,白山２丁目,台地1,2,2
523,文京区,白山３丁目,谷底低地2,3,2
524,文京区,白山４丁目,台地1,2,3
525,文京区,白山５丁目,台地1,2,1
526,文京区,本駒込１丁目,台地1,2,2
527,文京区,本駒込２丁目,台地1,2,2
528,文京区,本駒込３丁目,台地1,2,2
529,文京区,本駒込４丁目,台地1,2,2
530,文京区,本駒込５丁目,台地1,2,2
531,文京区,本駒込６丁目,台地1,1,1
532,文京区,本郷１丁目,台地1,1,1
533,文京区,本郷２丁目,台地1,2,1
534,文京区,本郷３丁目,台地1,2,1
535,文京区,本郷４丁目,台地1,2,2
536,文京区,本郷５丁目,台地1,2,2
537,文京区,本郷６丁目,台地1,2,2
538,文京区,本郷７丁目,台地1,1,1
539,文京区,向丘１丁目,台地1,2,2
540,文京区,向丘２丁目,台地1,2,2
541,文京区,目白台１丁目,台地1,1,1
542,文京区,目白台２丁目,台地1,2,2
543,文京区,目白台３丁目,台地1,2,2
544,文京区,弥生１丁目,台地1,1,1
545,文京区,弥生２丁目,台地1,1,1
546,文京区,湯島１丁目,台地1,1,1
547,文京区,湯島２丁目,台地1,2,2
548,文京区,湯島３丁目,台地1,2,1
549,文京区,湯島４丁目,台地1,1,1
550,台東区,秋葉原,沖積低地2,2,1
551,台東区,浅草１丁目,沖積低地2,4,3
552,台東区,浅草２丁目,沖積低地3,4,3
553,台東区,浅草３丁目,沖積低地4,5,3
554,台東区,浅草４丁目,沖積低地4,5,3
555,台東区,浅草５丁目,沖積低地4,5,4
556,台東区,浅草６丁目,沖積低地4,4,3
557,台東区,浅草７丁目,沖積低地4,3,2
558,台東区,浅草橋１丁目,沖積低地2,3,2
559,台東区,浅草橋２丁目,沖積低地2,5,3
560,台東区,浅草橋３丁目,沖積低地2,4,2
561,台東区,浅草橋４丁目,沖積低地2,4,3
562,台東区,浅草橋５丁目,沖積低地2,3,2
563,台東区,池之端１丁目,台地1,1,1
564,台東区,池之端２丁目,谷底低地2,2,1
565,台東区,池之端３丁目,谷底低地2,3,3
566,台東区,池之端４丁目,谷底低地2,3,2
567,台東区,今戸１丁目,沖積低地4,4,2
568,台東区,今戸２丁目,沖積低地4,4,3
569,台東区,入谷１丁目,沖積低地2,4,3
570,台東区,入谷２丁目,沖積低地3,4,4
571,台東区,上野１丁目,沖積低地2,3,2
572,台東区,上野２丁目,谷底低地2,3,2
573,台東区,上野３丁目,沖積低地2,3,2
574,台東区,上野４丁目,沖積低地2,3,2
575,台東区,上野５丁目,沖積低地2,3,1
