,区市町名,町丁目名,地盤分類,建物倒壊危険度ランク,火災危険度ランク
2415,練馬区,豊玉北６丁目,台地1,1,1
2416,練馬区,豊玉中１丁目,谷底低地2,2,3
2417,練馬区,豊玉中２丁目,台地1,2,2
2418,練馬区,豊玉中３丁目,谷底低地1,2,2
2419,練馬区,豊玉中４丁目,台地1,1,1
2420,練馬区,豊玉南１丁目,台地1,2,2
2421,練馬区,豊玉南２丁目,谷底低地2,2,1
2422,練馬区,豊玉南３丁目,谷底低地1,1,1
2423,練馬区,土支田１丁目,台地1,2,2
2424,練馬区,土支田２丁目,台地1,1,2
2425,練馬区,土支田３丁目,台地1,2,3
2426,練馬区,土支田４丁目,台地1,2,2
2427,練馬区,中村１丁目,台地1,2,2
2428,練馬区,中村２丁目,谷底低地2,2,2
2429,練馬区,中村３丁目,台地1,2,1
2430,練馬区,中村北１丁目,台地1,1,1
2431,練馬区,中村北２丁目,台地1,1,1
2432,練馬区,中村北３丁目,台地1,2,3
2433,練馬区,中村北４丁目,台地1,1,1
2434,練馬区,中村南１丁目,台地1,1,2
2435,練馬区,中村南２丁目,谷底低地2,2,1
2436,練馬区,中村南３丁目,台地1,1,2
2437,練馬区,西大泉１丁目,台地1,2,3
2438,練馬区,西大泉２丁目,台地1,2,2
2439,練馬区,西大泉３丁目,台地1,2,2
2440,練馬区,西大泉４丁目,台地1,2,2
2441,練馬区,西大泉５丁目,台地1,2,3
2442,練馬区,西大泉６丁目,台地1,2,3
2443,練馬区,西大泉町,谷底低地1,1,1
2444,練馬区,錦１丁目,谷底低地2,2,3
2445,練馬区,錦２丁目,台地1,1,2
2446,練馬区,貫井１丁目,台地1,2,1
2447,練馬区,貫井２丁目,台地1,2,2
2448,練馬区,貫井３丁目,台地1,2,3
2449,練馬区,貫井４丁目,台地1,2,3
2450,練馬区,貫井５丁目,台地1,2,2
2451,練馬区,練馬１丁目,台地1,2,2
2452,練馬区,練馬２丁目,台地1,2,2
2453,練馬区,練馬３丁目,台地1,2,2
2454,練馬区,練馬４丁目,台地1,2,2
2455,練馬区,羽沢１丁目,台地1,2,3
2456,練馬区,羽沢２丁目,台地1,2,3
2457,練馬区,羽沢３丁目,谷底低地2,1,1
2458,練馬区,早宮１丁目,台地1,2,3
2459,練馬区,早宮２丁目,台地1,1,2
2460,練馬区,早宮３丁目,台地1,2,3
2461,練馬区,早宮４丁目,台地1,1,2
2462,練馬区,光が丘１丁目,台地1,1,1
2463,練馬区,光が丘２丁目,台地1,1,1
2464,練馬区,光が丘３丁目,台地1,1,1
2465,練馬区,光が丘４丁目,台地1,1,1
2466,練馬区,光が丘５丁目,台地1,1,1
2467,練馬区,光が丘６丁目,台地1,1,1
2468,練馬区,光が丘７丁目,台地1,1,1
2469,練馬区,氷川台１丁目,台地1,1,1
2470,練馬区,氷川台２丁目,台地1,2,2
2471,練馬区,氷川台３丁目,谷底低地2,2,1
2472,練馬区,氷川台４丁目,台地1,2,3
2473,練馬区,東大泉１丁目,台地1,1,2
2474,練馬区,東大泉２丁目,台地1,1,2
2475,練馬区,東大泉３丁目,台地1,2,2
2476,練馬区,東大泉４丁目,谷底低地2,2,2
2477,練馬区,東大泉５丁目,台地1,1,2
2478,練馬区,東大泉６丁目,台地1,2,2
2479,練馬区,東大泉７丁目,台地1,2,3
2480,練馬区,富士見台１丁目,台地1,2,3
2481,練馬区,富士見台２丁目,台地1,2,4
2482,練馬区,富士見台３丁目,台地1,2,3
2483,練馬区,富士見台４丁目,台地1,2,2
2484,練馬区,平和台１丁目,台地1,2,3
2485,練馬区,平和台２丁目,谷底低地1,2,2
2486,練馬区,平和台３丁目,台地1,1,1
2487,練馬区,平和台４丁目,台地1,1,1
2488,練馬区,南大泉１丁目,台地1,2,3
2489,練馬区,南大泉２丁目,台地1,2,4
2490,練馬区,南大泉３丁目,谷底低地1,2,2
2491,練馬区,南大泉４丁目,台地1,2,4
2492,練馬区,南大泉５丁目,台地1,2,2
2493,練馬区,南大泉６丁目,台地1,2,3
2494,練馬区,南田中１丁目,台地1,2,2
2495,練馬区,南田中２丁目,台地1,1,2
2496,練馬区,南田中３丁目,台地1,1,2
2497,練馬区,南田中４丁目,台地1,2,3
2498,練馬区,南田中５丁目,台地1,1,2
2499,練馬区,三原台１丁目,台地1,2,4
2500,練馬区,三原台２丁目,台地1,1,3
2501,練馬区,三原台３丁目,台地1,2,3
2502,練馬区,谷原１丁目,台地1,1,1
2503,練馬区,谷原２丁目,台地1,2,2
2504,練馬区,谷原３丁目,台地1,2,2
2505,練馬区,谷原４丁目,台地1,1,2
2506,練馬区,谷原５丁目,台地1,1,2
2507,練馬区,谷原６丁目,台地1,2,3
2508,練馬区,上石神井南町,台地1,2,3
2509,練馬区,関町南１丁目,台地1,2,2
2510,練馬区,関町南２丁目,谷底低地1,2,3
2511,練馬区,関町南３丁目,台地1,2,2
2512,練馬区,関町南４丁目,台地1,1,2
2513,練馬区,関町東１丁目,台地1,2,3
2514,練馬区,関町東２丁目,台地1,2,1
2515,足立区,青井１丁目,沖積低地5,3,3
2516,足立区,青井２丁目,沖積低地4,4,4
2517,足立区,青井３丁目,沖積低地5,3,3
2518,足立区,青井４丁目,沖積低地5,3,3
2519,足立区,青井５丁目,沖積低地5,2,2
2520,足立区,青井６丁目,沖積低地5,3,3
2521,足立区,足立１丁目,沖積低地4,4,4
2522,足立区,足立２丁目,沖積低地4,4,4
2523,足立区,足立３丁目,沖積低地4,4,3
2524,足立区,足立４丁目,沖積低地4,4,4
2525,足立区,綾瀬１丁目,沖積低地4,3,3
2526,足立区,綾瀬２丁目,沖積低地4,3,2
2527,足立区,綾瀬３丁目,沖積低地4,2,1
2528,足立区,綾瀬４丁目,沖積低地4,3,2
2529,足立区,綾瀬５丁目,沖積低地4,3,2
2530,足立区,綾瀬６丁目,沖積低地5,3,2
2531,足立区,綾瀬７丁目,沖積低地5,3,2
2532,足立区,入谷町,沖積低地4,1,1
2533,足立区,梅島１丁目,沖積低地5,4,3
2534,足立区,梅島２丁目,沖積低地5,3,2
2535,足立区,梅島３丁目,沖積低地5,4,4
2536,足立区,梅田１丁目,沖積低地4,4,3
2537,足立区,梅田２丁目,沖積低地4,4,4
2538,足立区,梅田３丁目,沖積低地5,4,4
2539,足立区,梅田４丁目,沖積低地5,4,3
2540,足立区,梅田５丁目,沖積低地5,4,4
2541,足立区,梅田６丁目,沖積低地5,4,3
2542,足立区,梅田７丁目,沖積低地4,3,3
2543,足立区,梅田８丁目,沖積低地5,3,3
2544,足立区,扇１丁目,沖積低地4,3,3
2545,足立区,扇２丁目,沖積低地4,2,2
2546,足立区,扇３丁目,沖積低地5,3,2
2547,足立区,大谷田１丁目,沖積低地5,3,2
2548,足立区,大谷田２丁目,沖積低地5,2,2
2549,足立区,大谷田３丁目,沖積低地5,3,2
2550,足立区,大谷田４丁目,沖積低地5,3,2
2551,足立区,大谷田５丁目,沖積低地5,3,2
2552,足立区,興野１丁目,沖積低地4,4,4
2553,足立区,興野２丁目,沖積低地4,4,4
2554,足立区,小台１丁目,沖積低地4,2,1
2555,足立区,小台２丁目,沖積低地4,4,4
2556,足立区,加賀１丁目,沖積低地4,3,3
2557,足立区,加賀２丁目,沖積低地4,2,2
2558,足立区,加平１丁目,沖積低地5,3,2
2559,足立区,加平２丁目,沖積低地5,2,1
2560,足立区,加平３丁目,沖積低地5,2,1
2561,足立区,北加平町,沖積低地4,3,3
2562,足立区,栗原１丁目,沖積低地4,3,3
2563,足立区,栗原２丁目,沖積低地4,3,2
2564,足立区,栗原３丁目,沖積低地4,3,2
2565,足立区,栗原４丁目,沖積低地4,2,1
2566,足立区,弘道１丁目,沖積低地4,3,3
2567,足立区,弘道２丁目,沖積低地4,3,2
2568,足立区,江北１丁目,沖積低地5,2,2
2569,足立区,江北２丁目,沖積低地4,3,4
2570,足立区,江北３丁目,沖積低地5,3,3
2571,足立区,江北４丁目,沖積低地5,3,2
2572,足立区,江北５丁目,沖積低地5,1,1
2573,足立区,江北６丁目,沖積低地4,2,1
2574,足立区,江北７丁目,沖積低地5,2,2
2575,足立区,古千谷１丁目,沖積低地4,1,1
2576,足立区,古千谷２丁目,沖積低地4,1,1
2577,足立区,佐野１丁目,沖積低地5,2,2
2578,足立区,佐野２丁目,沖積低地5,3,2
2579,足立区,皿沼１丁目,沖積低地4,3,2
2580,足立区,皿沼２丁目,沖積低地4,2,2
2581,足立区,皿沼３丁目,沖積低地4,3,2
2582,足立区,鹿浜１丁目,沖積低地5,2,1
2583,足立区,鹿浜２丁目,沖積低地5,2,2
2584,足立区,鹿浜３丁目,沖積低地5,3,2
2585,足立区,鹿浜４丁目,沖積低地5,3,3
2586,足立区,鹿浜５丁目,沖積低地4,2,2
2587,足立区,鹿浜６丁目,沖積低地4,3,3
2588,足立区,鹿浜７丁目,沖積低地4,3,2
2589,足立区,鹿浜８丁目,沖積低地4,3,2
2590,足立区,島根１丁目,沖積低地5,3,3
2591,足立区,島根２丁目,沖積低地4,3,3
2592,足立区,島根３丁目,沖積低地5,3,2
2593,足立区,島根４丁目,沖積低地4,3,2
2594,足立区,新田１丁目,沖積低地5,3,2
2595,足立区,新田２丁目,沖積低地4,3,2
2596,足立区,新田３丁目,沖積低地4,3,2
2597,足立区,神明１丁目,沖積低地4,3,2
2598,足立区,神明２丁目,沖積低地4,3,2
2599,足立区,神明３丁目,沖積低地4,3,3
2600,足立区,神明南１丁目,沖積低地4,3,3
2601,足立区,神明南２丁目,沖積低地4,3,3
2602,足立区,関原１丁目,沖積低地5,4,4
2603,足立区,関原２丁目,沖積低地5,5,5
2604,足立区,関原３丁目,沖積低地5,5,5
2605,足立区,千住１丁目,沖積低地4,4,3
2606,足立区,千住２丁目,沖積低地4,4,3
2607,足立区,千住３丁目,沖積低地4,4,3
2608,足立区,千住４丁目,沖積低地4,5,5
2609,足立区,千住５丁目,沖積低地4,4,4
2610,足立区,千住曙町,沖積低地4,3,2
2611,足立区,千住旭町,沖積低地4,4,4
2612,足立区,千住大川町,沖積低地4,5,5
2613,足立区,千住河原町,沖積低地4,4,3
2614,足立区,千住寿町,沖積低地4,5,5
2615,足立区,千住関屋町,沖積低地4,1,1
2616,足立区,千住龍田町,沖積低地4,5,5
2617,足立区,千住中居町,沖積低地4,4,4
2618,足立区,千住仲町,沖積低地4,4,5
2619,足立区,千住橋戸町,沖積低地4,2,2
2620,足立区,千住宮元町,沖積低地4,4,4
2621,足立区,千住元町,沖積低地5,5,5
2622,足立区,千住柳町,沖積低地4,5,5
2623,足立区,千住東１丁目,沖積低地4,4,4
2624,足立区,千住東２丁目,沖積低地4,4,4
2625,足立区,千住桜木１丁目,沖積低地5,2,1
2626,足立区,千住桜木２丁目,沖積低地4,3,2
2627,足立区,千住緑町１丁目,沖積低地4,2,1
2628,足立区,千住緑町２丁目,沖積低地4,4,4
2629,足立区,千住緑町３丁目,沖積低地4,4,4
2630,足立区,竹の塚１丁目,沖積低地4,2,1
2631,足立区,竹の塚２丁目,沖積低地4,3,2
2632,足立区,竹の塚３丁目,沖積低地4,2,2
2633,足立区,竹の塚４丁目,沖積低地4,2,1
2634,足立区,竹の塚５丁目,沖積低地4,3,2
2635,足立区,竹の塚６丁目,沖積低地4,2,1
2636,足立区,竹の塚７丁目,沖積低地4,2,2
2637,足立区,辰沼１丁目,沖積低地4,2,2
2638,足立区,辰沼２丁目,沖積低地4,3,3
2639,足立区,中央本町１丁目,沖積低地4,2,1
2640,足立区,中央本町２丁目,沖積低地4,3,2
2641,足立区,中央本町３丁目,沖積低地4,3,2
2642,足立区,中央本町４丁目,沖積低地5,3,3
2643,足立区,中央本町５丁目,沖積低地5,3,3
2644,足立区,椿１丁目,沖積低地5,2,1
2645,足立区,椿２丁目,沖積低地5,4,3
2646,足立区,東和１丁目,沖積低地5,3,2
2647,足立区,東和２丁目,沖積低地4,3,3
2648,足立区,東和３丁目,沖積低地5,3,3
2649,足立区,東和４丁目,沖積低地5,3,3
2650,足立区,東和５丁目,沖積低地5,3,2
2651,足立区,舎人１丁目,沖積低地4,3,2
2652,足立区,舎人２丁目,沖積低地4,3,3
2653,足立区,舎人３丁目,沖積低地4,4,3
2654,足立区,舎人４丁目,沖積低地4,3,3
2655,足立区,舎人５丁目,沖積低地4,3,3
2656,足立区,舎人６丁目,沖積低地4,2,1
2657,足立区,舎人町,沖積低地4,1,1
2658,足立区,中川１丁目,沖積低地5,3,3
2659,足立区,中川２丁目,沖積低地5,4,5
2660,足立区,中川３丁目,沖積低地5,4,4
2661,足立区,中川４丁目,沖積低地4,3,2
2662,足立区,中川５丁目,沖積低地5,2,2
2663,足立区,西綾瀬１丁目,沖積低地4,3,3
2664,足立区,西綾瀬２丁目,沖積低地4,3,3
2665,足立区,西綾瀬３丁目,沖積低地4,3,3
2666,足立区,西綾瀬４丁目,沖積低地4,2,2
2667,足立区,西新井１丁目,沖積低地4,3,2
2668,足立区,西新井２丁目,沖積低地4,3,2
2669,足立区,西新井３丁目,沖積低地4,2,2
2670,足立区,西新井４丁目,沖積低地4,3,3
2671,足立区,西新井５丁目,沖積低地4,3,2
2672,足立区,西新井６丁目,沖積低地4,3,3
2673,足立区,西新井７丁目,沖積低地4,2,1
2674,足立区,西新井栄町１丁目,沖積低地5,3,3
2675,足立区,西新井栄町２丁目,沖積低地5,3,3
2676,足立区,西新井栄町３丁目,沖積低地5,4,4
2677,足立区,西新井本町１丁目,沖積低地5,4,4
2678,足立区,西新井本町２丁目,沖積低地5,2,2
2679,足立区,西新井本町３丁目,沖積低地5,4,4
2680,足立区,西新井本町４丁目,沖積低地4,3,4
2681,足立区,西新井本町５丁目,沖積低地5,4,3
2682,足立区,西伊興町,沖積低地4,1,1
2683,足立区,西加平１丁目,沖積低地5,1,1
2684,足立区,西加平２丁目,沖積低地4,1,1
2685,足立区,西保木間１丁目,沖積低地4,3,3
2686,足立区,西保木間２丁目,沖積低地4,2,1
2687,足立区,西保木間３丁目,沖積低地4,2,1
2688,足立区,西保木間４丁目,沖積低地4,1,1
2689,足立区,花畑１丁目,沖積低地4,2,2
2690,足立区,花畑２丁目,沖積低地4,2,1
2691,足立区,花畑３丁目,沖積低地4,3,2
2692,足立区,花畑４丁目,沖積低地4,3,2
2693,足立区,花畑５丁目,沖積低地4,1,1
2694,足立区,花畑６丁目,沖積低地4,2,1
2695,足立区,花畑７丁目,沖積低地4,2,2
2696,足立区,花畑８丁目,沖積低地4,1,1
2697,足立区,東綾瀬１丁目,沖積低地5,3,2
2698,足立区,東綾瀬２丁目,沖積低地5,2,1
2699,足立区,東綾瀬３丁目,沖積低地5,2,1
2700,足立区,東保木間１丁目,沖積低地4,2,2
2701,足立区,東保木間２丁目,沖積低地4,2,2
2702,足立区,東六月町,沖積低地4,3,2
2703,足立区,一ツ家１丁目,沖積低地4,3,2
2704,足立区,一ツ家２丁目,沖積低地4,3,2
2705,足立区,一ツ家３丁目,沖積低地4,3,2
2706,足立区,一ツ家４丁目,沖積低地4,2,2
2707,足立区,日ノ出町,沖積低地4,4,5
2708,足立区,平野１丁目,沖積低地4,3,2
2709,足立区,平野２丁目,沖積低地4,3,2
2710,足立区,平野３丁目,沖積低地4,3,3
2711,足立区,保木間１丁目,沖積低地4,2,2
2712,足立区,保木間２丁目,沖積低地4,3,2
2713,足立区,保木間３丁目,沖積低地4,3,2
2714,足立区,保木間４丁目,沖積低地4,3,2
2715,足立区,保木間５丁目,沖積低地4,3,2
2716,足立区,保塚町,沖積低地4,3,3
2717,足立区,堀之内１丁目,沖積低地4,2,1
2718,足立区,堀之内２丁目,沖積低地5,2,1
2719,足立区,南花畑１丁目,沖積低地4,3,3
2720,足立区,南花畑２丁目,沖積低地4,3,2
2721,足立区,南花畑３丁目,沖積低地4,3,2
2722,足立区,南花畑４丁目,沖積低地4,2,2
2723,足立区,南花畑５丁目,沖積低地4,1,1
2724,足立区,宮城１丁目,沖積低地3,3,2
2725,足立区,宮城２丁目,沖積低地3,2,1
2726,足立区,六木１丁目,沖積低地4,2,2
2727,足立区,六木２丁目,沖積低地5,1,2
2728,足立区,六木３丁目,沖積低地4,2,2
2729,足立区,六木４丁目,沖積低地4,4,4
2730,足立区,本木１丁目,沖積低地5,4,3
2731,足立区,本木２丁目,沖積低地5,5,4
2732,足立区,本木北町,沖積低地4,4,4
2733,足立区,本木西町,沖積低地4,4,3
2734,足立区,本木東町,沖積低地4,5,5
2735,足立区,本木南町,沖積低地4,4,4
2736,足立区,谷在家１丁目,沖積低地4,3,2
2737,足立区,谷在家２丁目,沖積低地4,2,2
2738,足立区,谷在家３丁目,沖積低地4,2,2
2739,足立区,谷中１丁目,沖積低地5,3,2
2740,足立区,谷中２丁目,沖積低地5,2,1
2741,足立区,谷中３丁目,沖積低地5,3,2
2742,足立区,谷中４丁目,沖積低地5,2,1
2743,足立区,谷中５丁目,沖積低地5,2,2
2744,足立区,柳原１丁目,沖積低地4,5,5
2745,足立区,柳原２丁目,沖積低地4,5,5
2746,足立区,六月１丁目,沖積低地4,3,2
2747,足立区,六月２丁目,沖積低地4,3,2
2748,足立区,六月３丁目,沖積低地4,3,2
2749,足立区,六町１丁目,沖積低地4,2,2
2750,足立区,六町２丁目,沖積低地4,3,2
2751,足立区,六町３丁目,沖積低地4,3,2
2752,足立区,六町４丁目,沖積低地4,2,2
2753,足立区,入谷１丁目,沖積低地4,2,1
2754,足立区,入谷２丁目,沖積低地4,2,1
2755,足立区,入谷３丁目,沖積低地4,2,2
2756,足立区,入谷４丁目,沖積低地4,2,2
2757,足立区,入谷５丁目,沖積低地4,2,1
2758,足立区,入谷６丁目,沖積低地4,1,1
2759,足立区,入谷７丁目,沖積低地4,2,1
2760,足立区,入谷８丁目,沖積低地4,2,1
2761,足立区,入谷９丁目,沖積低地4,2,1
2762,足立区,伊興１丁目,沖積低地4,3,3
2763,足立区,伊興２丁目,沖積低地4,3,2
2764,足立区,伊興３丁目,沖積低地4,3,2
2765,足立区,伊興４丁目,沖積低地4,3,2
2766,足立区,伊興５丁目,沖積低地4,3,2
2767,足立区,西伊興１丁目,沖積低地4,3,3
2768,足立区,西伊興２丁目,沖積低地4,3,3
2769,足立区,西伊興３丁目,沖積低地4,3,3
2770,足立区,西伊興４丁目,沖積低地4,3,3
2771,足立区,西竹の塚１丁目,沖積低地4,2,1
2772,足立区,西竹の塚２丁目,沖積低地4,3,3
2773,足立区,東伊興１丁目,沖積低地4,3,2
2774,足立区,東伊興２丁目,沖積低地4,3,3
2775,足立区,東伊興３丁目,沖積低地4,3,2
2776,足立区,東伊興４丁目,沖積低地4,3,2
2777,足立区,古千谷本町１丁目,沖積低地4,3,2
2778,足立区,古千谷本町２丁目,沖積低地4,3,2
2779,足立区,古千谷本町３丁目,沖積低地4,4,3
2780,足立区,古千谷本町４丁目,沖積低地4,3,2
2781,足立区,舎人公園,沖積低地4,1,1
2782,足立区,伊興本町１丁目,沖積低地4,3,2
2783,足立区,伊興本町２丁目,沖積低地4,3,2
2784,葛飾区,青戸１丁目,沖積低地5,4,3
2785,葛飾区,青戸２丁目,沖積低地5,4,4
2786,葛飾区,青戸３丁目,沖積低地5,3,2
2787,葛飾区,青戸４丁目,沖積低地4,3,2
2788,葛飾区,青戸５丁目,沖積低地4,3,3
2789,葛飾区,青戸６丁目,沖積低地5,3,4
2790,葛飾区,青戸７丁目,沖積低地4,3,2
2791,葛飾区,青戸８丁目,沖積低地5,3,2
2792,葛飾区,奥戸１丁目,沖積低地5,3,2
2793,葛飾区,奥戸２丁目,沖積低地5,4,4
2794,葛飾区,奥戸３丁目,沖積低地5,4,3
2795,葛飾区,奥戸４丁目,沖積低地5,3,2
2796,葛飾区,奥戸５丁目,沖積低地5,3,2
2797,葛飾区,奥戸６丁目,沖積低地5,3,2
2798,葛飾区,奥戸７丁目,沖積低地5,2,2
2799,葛飾区,奥戸８丁目,沖積低地5,2,2
2800,葛飾区,奥戸９丁目,沖積低地5,3,2
2801,葛飾区,お花茶屋１丁目,沖積低地5,4,3
2802,葛飾区,お花茶屋２丁目,沖積低地5,4,4
2803,葛飾区,お花茶屋３丁目,沖積低地5,3,3
2804,葛飾区,金町１丁目,沖積低地4,2,2
2805,葛飾区,金町２丁目,沖積低地5,3,3
2806,葛飾区,金町３丁目,沖積低地3,3,4
2807,葛飾区,金町４丁目,沖積低地5,3,4
2808,葛飾区,金町５丁目,沖積低地5,4,4
2809,葛飾区,金町６丁目,沖積低地4,2,1
2810,葛飾区,金町浄水場,沖積低地5,1,1
2811,葛飾区,鎌倉１丁目,沖積低地3,3,3
2812,葛飾区,鎌倉２丁目,沖積低地4,4,3
2813,葛飾区,鎌倉３丁目,沖積低地3,3,3
2814,葛飾区,鎌倉４丁目,沖積低地2,3,5
2815,葛飾区,亀有１丁目,沖積低地5,2,2
2816,葛飾区,亀有２丁目,沖積低地5,3,4
2817,葛飾区,亀有３丁目,沖積低地4,3,2
2818,葛飾区,亀有４丁目,沖積低地4,3,2
2819,葛飾区,亀有５丁目,沖積低地4,4,3
2820,葛飾区,小菅１丁目,沖積低地4,2,3
2821,葛飾区,小菅２丁目,沖積低地5,4,4
2822,葛飾区,小菅３丁目,沖積低地5,3,3
2823,葛飾区,小菅４丁目,沖積低地4,3,2
2824,葛飾区,柴又１丁目,沖積低地5,4,4
2825,葛飾区,柴又２丁目,沖積低地5,3,3
2826,葛飾区,柴又３丁目,沖積低地5,3,3
2827,葛飾区,柴又４丁目,沖積低地5,4,4
2828,葛飾区,柴又５丁目,沖積低地2,3,2
2829,葛飾区,柴又６丁目,沖積低地2,3,3
2830,葛飾区,柴又７丁目,沖積低地2,3,3
2831,葛飾区,白鳥１丁目,沖積低地5,3,2
2832,葛飾区,白鳥２丁目,沖積低地5,3,2
2833,葛飾区,白鳥３丁目,沖積低地5,3,2
2834,葛飾区,白鳥４丁目,沖積低地5,2,2
2835,葛飾区,新小岩１丁目,沖積低地5,4,4
2836,葛飾区,新小岩２丁目,沖積低地4,4,4
2837,葛飾区,新小岩３丁目,沖積低地5,4,5
2838,葛飾区,新小岩４丁目,沖積低地5,5,4
2839,葛飾区,高砂１丁目,沖積低地5,3,2
2840,葛飾区,高砂２丁目,沖積低地5,3,3
2841,葛飾区,高砂３丁目,沖積低地5,4,4
2842,葛飾区,高砂４丁目,沖積低地4,1,1
2843,葛飾区,高砂５丁目,沖積低地5,3,4
2844,葛飾区,高砂６丁目,沖積低地4,3,3
2845,葛飾区,高砂７丁目,沖積低地4,3,2
2846,葛飾区,高砂８丁目,沖積低地5,5,4
2847,葛飾区,宝町１丁目,沖積低地4,4,3
2848,葛飾区,宝町２丁目,沖積低地5,4,4
2849,葛飾区,立石１丁目,沖積低地5,5,3
2850,葛飾区,立石２丁目,沖積低地4,4,3
2851,葛飾区,立石３丁目,沖積低地5,4,3
2852,葛飾区,立石４丁目,沖積低地5,4,5
2853,葛飾区,立石５丁目,沖積低地5,3,2
2854,葛飾区,立石６丁目,沖積低地5,3,3
2855,葛飾区,立石７丁目,沖積低地5,4,3
2856,葛飾区,立石８丁目,沖積低地5,4,3
2857,葛飾区,新宿１丁目,沖積低地4,3,3
2858,葛飾区,新宿２丁目,沖積低地5,4,3
2859,葛飾区,新宿３丁目,沖積低地4,2,2
2860,葛飾区,新宿４丁目,沖積低地5,3,2
2861,葛飾区,新宿５丁目,沖積低地5,3,3
2862,葛飾区,新宿６丁目,沖積低地5,1,1
2863,葛飾区,西亀有１丁目,沖積低地5,2,2
2864,葛飾区,西亀有２丁目,沖積低地5,3,2
2865,葛飾区,西亀有３丁目,沖積低地4,3,3
2866,葛飾区,西亀有４丁目,沖積低地4,4,3
2867,葛飾区,西新小岩１丁目,沖積低地5,1,1
2868,葛飾区,西新小岩２丁目,沖積低地5,1,1
2869,葛飾区,西新小岩３丁目,沖積低地5,4,4
2870,葛飾区,西新小岩４丁目,沖積低地5,4,4
2871,葛飾区,西新小岩５丁目,沖積低地5,4,5
2872,葛飾区,西水元１丁目,沖積低地5,3,3
2873,葛飾区,西水元２丁目,沖積低地5,3,3
2874,葛飾区,西水元３丁目,沖積低地5,3,3
2875,葛飾区,西水元４丁目,沖積低地5,3,2
2876,葛飾区,西水元５丁目,沖積低地4,2,2
2877,葛飾区,西水元６丁目,沖積低地4,3,3
2878,葛飾区,東金町１丁目,沖積低地4,2,1
2879,葛飾区,東金町２丁目,沖積低地4,3,2
2880,葛飾区,東金町３丁目,沖積低地3,4,4
2881,葛飾区,東金町４丁目,沖積低地3,3,3
2882,葛飾区,東金町５丁目,沖積低地3,3,3
2883,葛飾区,東金町６丁目,沖積低地3,3,3
2884,葛飾区,東金町７丁目,沖積低地3,3,2
2885,葛飾区,東金町８丁目,沖積低地3,2,2
2886,葛飾区,東新小岩１丁目,沖積低地5,2,2
2887,葛飾区,東新小岩２丁目,沖積低地5,2,2
2888,葛飾区,東新小岩３丁目,沖積低地5,3,2
2889,葛飾区,東新小岩４丁目,沖積低地5,3,3
2890,葛飾区,東新小岩５丁目,沖積低地5,4,4
2891,葛飾区,東新小岩６丁目,沖積低地5,4,4
2892,葛飾区,東新小岩７丁目,沖積低地5,4,3
2893,葛飾区,東新小岩８丁目,沖積低地5,4,3
2894,葛飾区,東立石１丁目,沖積低地5,3,2
2895,葛飾区,東立石２丁目,沖積低地5,4,3
2896,葛飾区,東立石３丁目,沖積低地4,4,3
2897,葛飾区,東立石４丁目,沖積低地5,4,5
2898,葛飾区,東堀切１丁目,沖積低地5,4,4
2899,葛飾区,東堀切２丁目,沖積低地5,3,3
2900,葛飾区,東堀切３丁目,沖積低地5,3,2
2901,葛飾区,東水元１丁目,沖積低地3,3,3
2902,葛飾区,東水元２丁目,沖積低地3,2,2
2903,葛飾区,東水元３丁目,沖積低地3,3,2
2904,葛飾区,東水元４丁目,沖積低地3,2,2
2905,葛飾区,東水元５丁目,沖積低地3,2,2
2906,葛飾区,東水元６丁目,沖積低地3,2,2
2907,葛飾区,東四つ木１丁目,沖積低地4,3,2
2908,葛飾区,東四つ木２丁目,沖積低地5,3,2
2909,葛飾区,東四つ木３丁目,沖積低地4,5,5
2910,葛飾区,東四つ木４丁目,沖積低地4,4,5
2911,葛飾区,細田１丁目,沖積低地5,3,3
2912,葛飾区,細田２丁目,沖積低地5,3,2
2913,葛飾区,細田３丁目,沖積低地5,3,2
2914,葛飾区,細田４丁目,沖積低地5,3,3
2915,葛飾区,細田５丁目,沖積低地5,4,3
2916,葛飾区,堀切１丁目,沖積低地4,4,3
2917,葛飾区,堀切２丁目,沖積低地4,5,4
2918,葛飾区,堀切３丁目,沖積低地4,4,3
2919,葛飾区,堀切４丁目,沖積低地4,4,4
2920,葛飾区,堀切５丁目,沖積低地5,5,5
2921,葛飾区,堀切６丁目,沖積低地5,4,4
2922,葛飾区,堀切７丁目,沖積低地5,4,4
2923,葛飾区,堀切８丁目,沖積低地5,3,3
2924,葛飾区,水元１丁目,沖積低地3,2,2
2925,葛飾区,水元２丁目,沖積低地3,3,3
2926,葛飾区,水元３丁目,沖積低地3,3,2
2927,葛飾区,水元４丁目,沖積低地3,3,3
2928,葛飾区,水元５丁目,沖積低地3,3,2
2929,葛飾区,水元公園,沖積低地3,1,1
2930,葛飾区,南水元１丁目,沖積低地5,3,3
2931,葛飾区,南水元２丁目,沖積低地5,3,3
2932,葛飾区,南水元３丁目,沖積低地4,1,1
2933,葛飾区,南水元４丁目,沖積低地4,3,3
2934,葛飾区,四つ木１丁目,沖積低地4,4,4
2935,葛飾区,四つ木２丁目,沖積低地4,4,4
2936,葛飾区,四つ木３丁目,沖積低地4,4,3
2937,葛飾区,四つ木４丁目,沖積低地4,4,4
2938,葛飾区,四つ木５丁目,沖積低地5,3,2
2939,江戸川区,一之江１丁目,沖積低地3,3,3
